tree,first_word,last_word,first_onset,last_offset,duration
(S (WHADVP (WRB where)) (S (NP (PRP i)) (VP (VB come) (PP (IN from))))), where, from,436.962,438.357,1.395
(S (CC but) (NP (PRP she)) (VP (VBN interrupted) (NP (PRP herself)))), but, herself,439.085,440.565,1.48
(S (NP (PRP she)) (VP (VBD had) (VP (VBN come) (PP (IN in) (NP (NP (DT the) (NN form)) (PP (IN of) (NP (DT a) (NN seed)))))))), she, seed,440.914,442.889,1.975
(S (NP (PRP she)) (VP (MD could) (RB not) (VP (VB have) (VP (VBN known) (NP (NP (NN anything)) (PP (IN of) (NP (JJ other) (NNS worlds)))))))), she, worlds,443.169,445.387,2.218
(S (S (VP (VBN humiliated) (PP (IN at) (S (VP (VBG having) (VP (VBN been) (VP (VBN caught) (PRT (RP out)) (PP (IN on) (NP (NP (DT a) (NN lie)) (ADJP (RB so) (JJ naive)) (SBAR (S (NP (PRP she)) (VP (VBD coughed) (NP (QP (CD two) (CC or) (CD three) (NNS times))) (S (VP (TO to) (VP (VB imply) (NP (DT the) (JJ little) (NN prince))))))))))))))))) (VP (VBD was) (PP (IN in) (NP (DT the) (JJ wrong))))), humiliated, wrong,446.295,454.747,8.452
(NP (DT the) (NN screen)), the, screen,455.366,456.071,0.705
(S (NP (PRP i)) (VP (VBD was) (ADVP (RB just)) (VP (VBG going) (S (VP (TO to) (VP (VB look) (PP (IN for) (NP (PRP it))) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBD spoke) (PP (TO to) (NP (PRP me)))))))))))), i, me,456.934,459.158,2.224
(S (ADVP (RB then)) (NP (PRP she)) (VP (VBD forced) (NP (DT a) (NN cough) (S (VP (TO to) (VP (VB inflict) (ADVP (RB still)) (NP (JJR more) (NN remorse)))))))), then, remorse,460.011,463.27,3.259
(S (IN so) (NP (DT the) (JJ little) (NN prince)) (PP (IN despite) (NP (NP (DT the) (JJ good) (NN will)) (PP (IN of) (NP (NP (PRP$ his)) (NP (NN love)))))) (VP (VBD had) (ADVP (RB soon)) (VP (VBN come) (S (VP (TO to) (VP (VB doubt) (NP (PRP her)))))))), so, her,463.908,468.771,4.863
(S (NP (PRP he)) (VP (VP (VBD had) (VP (VBN taken) (ADVP (RB seriously) (NP (NP (NNS words)) (PP (IN of) (NP (DT no) (NN importance))))))) (CC and) (VP (VBD had) (VP (VBN become) (S (ADJP (RB very) (JJ unhappy))))))), he, unhappy,469.305,474.428,5.123
(S (NP (PRP i)) (VP (MD should) (RB not) (VP (VB have) (VP (VBD listened) (PP (TO to) (NP (PRP her))))))), i, her,475.326,476.815,1.489
(S (NP (PRP he)) (VP (VBD told) (NP (PRP me)) (NP-TMP (CD one) (NN day)))), he, day,477.09,478.13,1.04
(S (NP (PRP you)) (VP (MD should) (ADVP (RB never)) (VP (VB listen) (PP (TO to) (NP (DT the) (NNS flowers)))))), you, flowers,478.683,480.653,1.97
(S (NP (PRP we)) (VP (MD must) (VP (VP (VB look) (PP (IN at) (NP (PRP them)))) (CC and) (VP (VB breathe) (NP (NP (PRP$ their)) (NP (NN fragrance))))))), we, fragrance,481.037,483.86,2.823
(S (S (NP (PRP mine)) (VP (VBZ perfumed) (NP (NP (PRP$ my)) (NP (JJ whole) (NN planet))))) (CC but) (S (NP (PRP i)) (VP (VBD did) (RB not) (VP (VB know) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB take) (NP (NN pleasure)) (PP (IN in) (NP (PRP it))))))))))), mine, it,484.394,488.967,4.573
(S (NP (NP (DT this) (NN business)) (PP (IN of) (NP (NP (DT the) (NNS claws)) (SBAR (WHNP (WDT which)) (S (VP (VBD annoyed) (NP (PRP me)) (ADVP (RB so) (RB much)))))))) (VP (MD should) (ADVP (RB only)) (VP (VB have) (VP (VBN filled) (NP (NP (PRP$ my)) (NP (NN heart))) (PP (IN with) (NP (NN tenderness) (CC and) (NN pity))))))), this, pity,489.705,495.767,6.062
(S (NP (PRP he)) (VP (VBD continued) (NP (NP (PRP$ his)) (NP (NNS confidences))))), he, confidences,496.725,498.43,1.705
(S (NP (PRP i)) (VP (VBD did) (RB not) (VP (VB know) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB understand)))))))), i, understand,499.148,500.988,1.84
(S (NP (PRP i)) (VP (MD should) (VP (VB have) (S (NP (PRP her)) (VP (VBN judged) (PP (PP (IN by) (NP (NP (PRP$ her)) (NP (NNS deeds)))) (CC and) (RB not) (PP (IN by) (NP (NP (PRP$ her)) (NP (NNS words)))))))))), i, words,501.531,504.645,3.114
(S (NP (PRP she)) (VP (VBD overwhelmed) (NP (PRP me)) (PP (IN with) (NP (NP (PRP$ her)) (NP (NN fragrance) (CC and) (NN light)))))), she, light,505.264,507.688,2.424
(S (NP (PRP i)) (VP (MD should) (ADVP (RB never)) (VP (VB have) (VP (VBN run) (PRT (RP away)))))), i, away,508.287,509.527,1.24
(S (NP (PRP i)) (VP (MD should) (VP (VB have) (VP (VBN seen) (NP (NP (DT the) (NN tenderness)) (PP (IN behind) (NP (NP (PRP$ her)) (NP (NNS contrivances))))))))), i, contrivances,510.29,513.094,2.804
(S (NP (NNS flowers)) (VP (VBP are) (ADJP (RB so) (NN contradictory)))), flowers, contradictory,513.818,515.512,1.694
(S (CC but) (NP (PRP i)) (VP (VBD was) (ADJP (RB too) (JJ young) (S (VP (TO to) (VP (VB know) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB love) (NP (PRP her)))))))))))), but, her,516.12,518.15,2.03
(S (NP (PRP i)) (VP (VBP think) (SBAR (IN that) (S (PP (IN for) (NP (NP (PRP$ his)) (NP (NN escape)))) (NP (PRP he)) (VP (VBD took) (NP (NP (NN advantage)) (PP (IN of) (NP (NP (DT a) (NN migration)) (PP (IN of) (NP (NP (DT a) (NN flock)) (PP (IN of) (NP (JJ wild) (NNS birds))))))))))))), i, birds,519.665,525.082,5.417
(S (PP (IN on) (NP (NP (DT the) (NN morning)) (PP (IN of) (NP (NP (PRP$ his)) (NP (NN departure)))))) (NP (PRP he)) (VP (VBD put) (NP (NP (PRP$ his)) (NP (NN planet))) (PP (IN in) (NP (JJ perfect) (NN order))))), on, order,525.586,529.694,4.108
(S (NP (PRP he)) (ADVP (RB carefully)) (VP (VBD swept) (PRT (RP out)) (NP (NP (PRP$ his)) (NP (JJ active) (NNS volcanoes))))), he, volcanoes,530.263,533.052,2.789
(S (NP (PRP he)) (VP (VBD owned) (NP (CD two) (JJ active) (NNS volcanoes)))), he, volcanoes,533.316,535.301,1.985
(S (NP (PRP it)) (VP (VBD was) (ADJP (RB very) (JJ convenient) (PP (IN for) (S (VP (VBG heating) (NP (NP (PRP$ his)) (NP (NN breakfast))) (PP (IN in) (NP (DT the) (NN morning))))))))), it, morning,535.301,538.174,2.873
(S (NP (PRP he)) (ADVP (RB also)) (VP (VP (VBD owned) (NP (DT an) (ADJP (JJ extinct)) (NN volcano))) (PRN (CC but) (SBAR (IN as) (S (NP (PRP he)) (VP (VBD used) (S (VP (TO to) (VP (VB say) (SBAR (S (NP (PRP you)) (ADVP (RB never)) (VP (VBP know) (SBAR (IN so) (S (NP (PRP he)) (VP (VBD cleaned) (PRT (RP out)) (NP (DT the) (ADJP (JJ extinct)) (NN volcano))))))))))))))) (ADVP (RB too)))), he, too,538.583,546.35,7.767
(S (SBAR (IN if) (S (NP (PRP they)) (VP (VBP are) (ADVP (RB well)) (VP (VBN cleaned) (PRT (RP out)))))) (NP (NNS volcanoes)) (VP (VBP burn) (ADVP (ADVP (RB slowly)) (CC and) (ADVP (RB steadily))) (PP (IN without) (NP (DT any) (NNS eruptions))))), if, eruptions,546.938,552.547,5.609
(S (NP (JJ volcanic) (NNS eruptions)) (VP (VBP are) (PP (IN like) (NP (NP (NNS fires)) (PP (IN in) (NP (DT a) (NN chimney))))))), volcanic, chimney,552.966,555.84,2.874
(S (PP (IN on) (NP (NP (PRP$ our)) (NP (NN earth)))) (NP (PRP we)) (VP (VBP are) (ADVP (RB obviously)) (ADJP (RB much) (RB too) (JJ small) (S (VP (TO to) (VP (VB clean) (PRT (RP out)) (NP (NP (PRP$ our)) (NP (NNS volcanoes))))))))), on, volcanoes,556.284,560.628,4.344
(S (NP (DT that)) (VP (VBZ is) (SBAR (WHADVP (WRB why)) (S (NP (PRP they)) (VP (VB cause) (S (NP (PRP us)) (NP (NP (DT no) (NN end)) (PP (IN of) (NP (NN trouble)))))))))), that, trouble,560.922,563.031,2.109
(S (NP (DT the) (JJ little) (NN prince)) (ADVP (RB also)) (VP (VBD pulled) (NP (NP (ADVP (RB up) (PP (IN with) (NP (NP (DT a) (NN hint)) (PP (IN of) (NP (NNS sadness)))))) (DT the) (JJ last) (JJ little) (NNS shoots)) (PP (IN of) (NP (DT the) (NNS baobabs)))))), the, baobabs,564.164,569.741,5.577
(S (NP (PRP he)) (VP (VBD believed) (SBAR (S (NP (PRP he)) (VP (MD would) (ADVP (RB never)) (VP (VB return))))))), he, return,570.235,571.79,1.555
(S (CC but) (NP (PDT all) (DT these) (JJ familiar) (NNS tasks)) (VP (VBD seemed) (PP (IN on) (NP (NP (DT that) (NN morning)) (ADJP (RB very) (VBN precious)))))), but, precious,572.438,576.727,4.289
(S (S (CC and) (SBAR (IN as) (S (NP (PRP he)) (VP (VP (VP (VBD watered) (NP (DT the) (NN flower))) (NP (CD one) (NP-TMP (JJ last) (NN time)))) (CC and) (VP (VBD prepared) (S (VP (TO to) (VP (VP (VB shelter) (NP (PRP her))) (PP (IN under) (NP (NP (PRP$ her)) (NP (NN dome)))))))))))) (S (NP (PRP he)) (VP (VBD found) (S (NP (PRP himself)) (VP (VB close) (PP (TO to) (NP (NNS tears)))))))), and, tears,577.176,584.897,7.721
(S (ADVP (RB goodbye)) (PRN (S (NP (PRP he)) (VP (VBD said) (PP (TO to) (NP (DT the) (NN flower))) (SBAR (CC but) (S (NP (PRP she)) (VP (VBD did) (RB not) (VP (VB answer))))))))) , goodbye, answer,585.72,589.242,3.522
(S (ADVP (RB goodbye)) (NP (PRP he)) (VP (VBD said) (ADVP (RB again)))), goodbye, again,590.015,591.719,1.704
(S (NP (DT the) (NN flower)) (VP (VBD coughed) (SBAR (CC but) (S (NP (PRP it)) (VP (VBD was) (SBAR (RB not) (IN because) (S (NP (PRP she)) (VP (VBD had) (NP (DT a) (NN cold)))))))))), the, cold,592.502,595.611,3.109
(S (NP (PRP i)) (VP (VBD was) (ADJP (JJ silly)))), i, silly,596.972,597.747,0.775
(S (NP (PRP she)) (VP (VBD said) (ADVP (RB finally)))), she, finally,598.017,598.947,0.93
(S (NP (PRP i)) (VP (VBP ask) (NP (NP (PRP$ your)) (NP (NN forgiveness))))), i, forgiveness,599.485,600.825,1.34
(S (VP (VB try) (S (VP (TO to) (VP (VB be) (ADJP (JJ happy))))))), try, happy,601.184,602.024,0.84
(S (NP (PRP he)) (VP (VBD was) (VP (VBN surprised) (PP (IN by) (NP (NP (DT this) (NN absence)) (PP (IN of) (NP (NNS reproaches)))))))), he, reproaches,603.091,605.83,2.739
(S (S (NP (PRP he)) (VP (VBD stood) (S (NP (EX there)) (ADJP (RB all) (VBN bewildered))))) (NP (DT the) (NN dome)) (VP (VBD held) (PP (IN in) (NP (JJ mid) (NN air))))), he, air,606.384,610.107,3.723
(S (NP (PRP he)) (VP (VBD did) (RB not) (VP (VB understand) (NP (DT this) (JJ quiet) (NN sweetness))))), he, sweetness,610.441,613.385,2.944
(S (PP (IN of) (NP (NN course))) (NP (PRP i)) (VP (VBP love) (NP (PRP you)))), of, you,614.418,615.727,1.309
(S (NP (DT the) (NN flower)) (VP (VBD said) (PP (TO to) (NP (PRP him))))), the, him,615.972,617.137,1.165
(S (NP (PRP it)) (VP (VBZ is) (NP (NP (PRP$ my)) (NP (NN fault))) (SBAR (IN that) (S (NP (PRP you)) (VP (VBD did) (RB not) (VP (VB know))))))), it, know,617.88,619.584,1.704
(S (S (NP (DT that)) (VP (VBZ is) (PP (IN of) (NP (DT no) (NN importance)))))) , that, importance,619.958,621.228,1.27
(S (CC but) (NP (PRP you)) (VP (VBP have) (VP (VBN been) (ADJP (ADJP (RB just) (RB as) (JJ foolish)) (SBAR (IN as) (S (NP (PRP i)) (VP (VBP have)))))))), but, have,621.722,623.656,1.934
(S (VP (VB try) (S (VP (TO to) (VP (VB be) (ADJP (JJ happy))))))), try, happy,624.41,625.234,0.824
(S (VP (VB let) (NP (DT the) (NN dome)) (VP (VB be)))), let, be,625.933,626.897,0.964
(S (NP (PRP i)) (VP (VBP do) (RB not) (VP (VB want) (NP (PRP it)) (ADVP (RB anymore))))), i, anymore,627.122,628.312,1.19
(S (CC but) (NP (DT the)) (VP (VBP wind))), but, wind,628.955,629.725,0.77
(S (NP (NP (PRP$ my)) (NP (NN cold))) (VP (VBZ is) (RB not) (ADJP (ADVP (DT all) (DT that)) (JJ bad)))), my, bad,630.393,632.083,1.69
(S (NP (DT the) (JJ cool) (NN night) (NN air)) (VP (MD will) (VP (VB do) (S (NP (PRP me)) (ADJP (JJ good)))))), the, good,632.512,634.591,2.079
(S (NP (PRP i)) (VP (VBP am) (NP (DT a) (NN flower)))), i, flower,634.79,635.605,0.815
(FRAG (PP (CC but) (NP (DT the) (NNS animals)))), but, animals,636.303,637.288,0.985
(S (NP (PRP i)) (VP (MD will) (VP (VB have) (S (VP (TO to) (VP (VB endure) (NP (QP (CD two) (CC or) (CD three)) (NNS caterpillars))))) (SBAR (IN if) (S (NP (PRP i)) (VP (VBP wish) (S (VP (TO to) (VP (VB become) (ADJP (VBN acquainted) (PP (IN with) (NP (DT the) (NNS butterflies))))))))))))), i, butterflies,637.937,642.899,4.962
(S (NP (PRP it)) (VP (VBZ seems) (SBAR (IN that) (S (NP (PRP they)) (VP (VBP are) (ADJP (RB very) (JJ beautiful) (CC and) (JJ otherwise) (SBAR (WHNP (WP who)) (S (ADVP (RB else)) (VP (MD will) (VP (VB come) (S (VP (TO to) (VP (VB visit) (NP (PRP me))))))))))))))), it, me,643.358,648.444,5.086
(S (NP (PRP you)) (VP (MD will) (VP (VB be) (ADVP (RB far) (RB away))))), you, away,648.858,650.068,1.21
(S (ADVP (RB as) (PP (IN for) (NP (DT the) (JJ large) (NNS animals)))) (NP (PRP i)) (VP (VBP am) (RB not) (ADVP (IN at) (DT all)) (ADJP (JJ afraid) (PP (IN of) (NP (NN anything)))))), as, anything,650.601,654.39,3.789
(S (NP (PRP i)) (VP (VBP have) (NP (NP (PRP$ my)) (NP (NNS claws))))), i, claws,654.794,656.173,1.379
(S (CC and) (ADVP (RB naively)) (NP (PRP she)) (VP (VBD showed) (NP (NP (PRP$ her)) (CD four) (NP (NNS thorns))))), and, thorns,656.817,659.826,3.009
(S (ADVP (RB then)) (NP (PRP she)) (VP (VBD added) (SBAR (S (VP (VBP do) (RB not) (VP (VB linger) (PP (IN like) (NP (DT this))))))))), then, this,660.405,663.163,2.758
(S (NP (PRP it)) (VP (VBZ is) (ADJP (JJ tiresome)))), it, tiresome,663.163,664.008,0.845
(S (NP (PRP you)) (VP (VBP have) (VP (VBN decided) (S (VP (TO to) (VP (VB leave))))))), you, leave,664.202,665.659,1.457
(S (ADVP (RB now)) (VP (VB go))), now, go,665.659,666.246,0.587
(S (IN for) (S (NP (PRP she)) (VP (VBD did) (RB not) (VP (VB want) (S (NP (PRP him)) (VP (TO to) (VP (VB see) (S (NP (PRP her)) (VP (VBG crying)))))))))), for, crying,667.02,669.174,2.154
(S (NP (PRP she)) (VP (VBD was) (NP (PDT such) (DT a) (JJ proud) (NN flower)))), she, flower,669.718,671.287,1.569
(S (NP (PRP he)) (VP (VBD found) (NP (PRP himself)) (PP (IN in) (NP (NP (DT the) (NN neighborhood)) (PP (IN of) (NP (QP (DT the) (JJ asteroids) (CD 325)_(CD 326)_(CD 327)_(CD 328) (CD 329) (CC and) (CD 330)))))))), he,330,0.21,9.376,9.166
(S (IN so) (NP (PRP he)) (VP (VBD began) (PP (IN by) (S (VP (VBG visiting) (S (NP (PRP them)) (VP (TO to) (VP (VB learn) (NP (JJR more)))))))))), so, more,9.86,12.699,2.839
(S (NP (DT the) (JJ first) (NN one)) (VP (VBD was) (VP (VBN inhabited) (PP (IN by) (NP (DT a) (NN king)))))), the, king,13.532,15.986,2.454
(S (NP (DT the) (NN king)) (VP (VBD was) (VP (VP (VBG sitting)) (VP (VBN dressed) (PP (IN in) (NP (NN purple) (CC and) (NN ermine))) (PP (IN on) (NP (DT a) (ADJP (ADJP (RB very) (JJ simple)) (CC yet) (ADJP (JJ majestic))) (NN throne))))))), the, throne,16.704,22.302,5.598
(S (NP (NN ah)) (ADVP (RB here)) (VP (VBZ comes) (SBAR (S (NP (DT a) (NN subject)) (VP (VBD exclaimed) (NP (DT the) (NN king)) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBD caught) (NP (NP (NN sight)) (PP (IN of) (NP (DT the) (JJ little) (NN prince)))))))))))), ah, prince,23.03,27.702,4.672
(S (CC and) (NP (DT the) (JJ little) (NN prince)) (VP (VBD asked) (NP (PRP himself)) (SBAR (S (WHADVP (WRB how)) (S (MD could) (NP (PRP he)) (VP (VB recognise) (NP (PRP me)) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBZ has) (ADVP (RB never)) (VP (VBN seen) (S (NP (PRP me)) (ADVP (RB before))))))))))))), and, before,28.296,33.363,5.067
(S (NP (PRP he)) (VP (VBD did) (RB not) (VP (VB know) (SBAR (IN that) (S (PP (IN for) (NP (NNS kings))) (NP (DT the) (NN world)) (VP (VBZ is) (ADJP (RB very) (RB much) (JJ simplified)))))))), he, simplified,34.061,38.254,4.193
(S (PP (TO to) (NP (PRP them))) (NP (DT all) (NNS men)) (VP (VBP are) (NP (NNS subjects)))), to, subjects,38.503,40.383,1.88
(S (NP (NP (NN approach)) (SBAR (IN so) (S (NP (DT that) (PRP i)) (VP (MD may) (VP (VB see) (S (NP (PRP you)) (ADJP (JJR better)))))))) (VP (VBD said) (NP (NP (DT the) (NN king)) (SBAR (WHNP (WP who)) (S (VP (VBD was) (ADJP (RB very) (JJ proud) (S (VP (TO to) (ADVP (RB finally)) (VP (VB be) (NP (NP (NN king)) (PP (IN over) (NP (NN somebody)))))))))))))), approach, somebody,41.156,47.308,6.152
(S (S (S (S (NP (DT the) (NP (JJ little) (NN prince))) (VP (VP (VP (VBD looked) (PRT (RP around))) (NP (PRP him))) (PP (IN for) (NP (NP (DT a) (NN place)) (PP (TO to) (VP (VB sit))))))) (S (CC but) (S (NP (DT the) (NN planet)) (VP (VBD was) (VP (ADVP (RB completely)) (VP (VP (VBN taken) (PRT (RP over))) (PP (IN by) (NP (DT the) (NP (JJ magnificent) (NP (NN ermine) (NN robe))))))))))) (SBAR (IN so) (S (NP (PRP he)) (VP (VBD remained) (VP (VBG standing)))))) (S (S (CC and) (SBAR (IN since) (S (NP (PRP he)) (VP (VBD was) (ADJP (JJ tired)))))) (S (NP (PRP he)) (VP (VBD yawned))))), the, yawned,48.4,60.035,11.635
(S (NP (PRP it)) (VP (VBZ is) (ADJP (JJ contrary) (PP (TO to) (NP (NN etiquette)))) (S (VP (TO to) (VP (VB yawn) (PP (IN in) (NP (NP (DT the) (NN presence)) (PP (IN of) (NP (DT a) (NN king)))))))))), it, king,60.618,63.662,3.044
(S (NP (DT the) (NN monarch)) (VP (VBD said) (PP (TO to) (NP (PRP him))) (SBAR (S (NP (PRP i)) (VP (VBD forbid) (S (NP (PRP you)) (VP (TO to) (VP (VB do) (ADVP (RB so)))))))))), the, so,63.892,66.645,2.753
(S (NP (PRP i)) (VP (MD can) (RB not) (VP (VB stop) (SBAR (S (NP (PRP myself)) (VP (VBD replied) (NP (NP (DT the) (JJ little) (NN prince)) (ADJP (RB thoroughly) (VBN embarrassed))))))))), i, embarrassed,67.473,71.471,3.998
(S (S (NP (PRP i)) (VP (VBP have) (VP (VBN come) (PP (IN on) (NP (DT a) (JJ long) (NN journey)))))) (CC and) (S (NP (PRP i)) (VP (VBP have) (RB not) (VP (VBD slept))))), i, slept,72.015,74.694,2.679
(S (NP (NN ah)) (RB then) (NP (DT the) (NN king)) (VP (VBD said) (S (NP (PRP i)) (VP (VB order) (S (NP (PRP you)) (VP (TO to) (VP (VB yawn)))))))), ah, yawn,75.183,78.521,3.338
(S (NP (PRP i)) (VP (VBP have) (RB not) (VP (VBN seen) (NP (NP (NN anyone) (NN yawning)) (PP (IN for) (NP (NNS years))))))), i, years,78.866,80.865,1.999
(S (NP (NP (NNS yawns)) (PP (TO to) (NP (PRP me)))) (VP (VBP are) (NP (NP (NNS objects)) (PP (IN of) (NP (NN curiosity)))))), yawns, curiosity,81.215,83.724,2.509
(S (VP (VB come) (VP (ADVP (RB now)) (VBN yawn) (ADVP (RB again))))), come, again,84.038,85.152,1.114
(S (NP (PRP it)) (VP (VBZ is) (NP (DT an) (NN order)))), it, order,85.152,85.767,0.615
(S (NP (DT that)) (VP (VBZ frightens) (NP (PRP me)))), that, me,86.625,87.759,1.134
(S (NP (PRP i)) (VP (MD can) (RB not) (VP (ADVP (DT any) (RBR more)) (VBD said) (NP (DT the) (JJ little) (NN prince) (NN blushing))))), i, blushing,88.139,90.802,2.663
(S (NP (NNP hum) (NNP hum)) (VP (VBD replied) (ADVP (NP (DT the) (NN king)) (RB then)) (NP (NP (PRP i) (PRP i) (NN order)) (SBAR (S (NP (PRP you)) (ADVP (RB sometimes)) (VP (TO to) (VP (VP (VB yawn)) (CC and) (VP (ADVP (RB sometimes)) (PP (TO to)))))))))), hum, to,91.391,99.548,8.157
(S (NP (PRP he)) (VP (VP (VBD sputtered) (NP (DT a) (NN bit))) (CC and) (VP (VBD seemed) (VP (VBN vexed))))), he, vexed,100.131,102.226,2.095
(S (IN for) (NP (DT the) (NN king)) (VP (ADVP (RB fundamentally)) (VBD insisted) (SBAR (IN that) (S (NP (NP (PRP$ his)) (NP (NN authority))) (VP (VB be) (VP (VBN respected))))))), for, respected,102.684,106.618,3.934
(S (NP (PRP he)) (VP (VBD did) (RB not) (VP (VB tolerate) (NP (NN disobedience))))), he, disobedience,106.887,108.857,1.97
(S (S (NP (PRP he)) (VP (VBD was) (NP (DT an) (NP (JJ absolute) (NN monarch))))) (S (CC but) (S (SBAR (IN because) (S (NP (PRP he)) (VP (VBD was) (ADJP (JJ good) (PP (IN at) (NP (NN heart))))))) (S (NP (PRP he)) (VP (VBD gave) (NP (JJ reasonable) (NNS orders))))))), he, orders,109.101,115.252,6.151
(S (SBAR (IN if) (S (NP (PRP i)) (VP (VBD ordered) (NP (DT a) (NN general)) (PRN (S (NP (PRP he)) (VP (MD would) (ADVP (RB often)) (VP (VB say))))) (SBAR (SBAR (IN if) (S (NP (PRP i)) (VP (VBD ordered) (NP (DT a) (NN general) (S (VP (TO to) (VP (VB change) (NP (PRP himself)) (PP (IN into) (NP (DT a) (NN seabird)))))))))) (CC and) (SBAR (IN if) (S (NP (DT the) (NN general)) (VP (VBD did) (RB not) (VP (VB obey) (NP (PRP me)))))))))) (NP (PRP it)) (VP (MD would) (RB not) (VP (VB be) (NP (NP (DT the) (NN general) (POS 's)) (NN fault))))), if, fault,116.12,126.424,10.304
(S (NP (PRP it)) (VP (MD would) (VP (VB be) (NP (NP (PRP$ my)) (NP (NN fault)))))), it, fault,126.778,127.888,1.11
(S (S (VP (MD may) (ADVP (RB i)) (VP (VB sit) (PRT (RP down)) (NP (DT the) (JJ little) (NN prince))))) (VP (VBD enquired) (ADVP (RB timidly)))), may, timidly,128.905,132.193,3.288
(S (NP (NP (JJ i) (NN order)) (SBAR (S (NP (PRP you)) (VP (TO to) (VP (VB sit) (PRT (RP down))))))) (VP (VBD replied) (NP (NP (DT the) (NN king)) (SBAR (WHNP (WP who)) (S (ADVP (RB majestically)) (VP (VBN gathered) (PP (IN in) (NP (NP (DT a) (NN fold)) (PP (IN of) (NP (NP (PRP$ his)) (NP (JJ ermine) (NN mantle)))))))))))), i, mantle,132.767,138.724,5.957
(S (CC but) (NP (DT the) (JJ little) (NN prince)) (VP (VBD was) (VP (VBN astonished) (SBAR (S (NP (DT the) (NN planet)) (VP (VBD was) (ADJP (JJ tiny)))))))), but, tiny,139.657,143.18,3.523
(S (WHPP (IN over) (WHNP (WP what))) (S (MD could) (NP (DT this) (NN king)) (VP (ADVP (RB really)) (VB rule)))), over, rule,143.549,146.188,2.639
(S (SBAR (NP (NN sire))) (SBAR (NP (PRP he)) (VP (VBD said) (PP (TO to) (NP (PRP him))) (S (VP (VB excuse) (S (NP (PRP$ my)) (VP (VBG asking) (NP (PRP you)) (NP (DT a) (NN question))))))))), sire, question,147.266,151.548,4.282
(S (NP (PRP i)) (VP (VB order) (S (NP (PRP you)) (VP (TO to) (VP (VB ask) (S (NP (PRP me)) (NP (NP (DT a) (NN question)) (VP (VBN hastened) (S (VP (TO to) (VP (VB say) (NP (DT the) (NN king))))))))))))), i, king,151.972,155.255,3.283
(S (NP (NN sire)) (S (PRT (RP over)) (SBAR (WHNP (WP what)) (S (VP (VBP do) (S (NP (PRP you)) (VP (VB rule)))))))), sire, rule,155.879,157.953,2.074
(S (NP (IN over) (NN everything)) (VP (VBD said) (NP (DT the) (NN king)) (PP (IN with) (NP (DT a) (JJ magnificent) (NN simplicity))))), over, simplicity,158.656,162.315,3.659
(S (PP (IN over) (NP (NN everything))) (S (NP (DT the) (NN king)) (VP (VBD made) (NP (NP (DT a) (NP (JJ subtle) (NN gesture))) (S (VP (VP (VBG pointing) (PRT (RP out))) (NP (NP (PRP$ his) (NN planet)) (NP (DT the) (NP (JJ other) (NNS planets))) (CC and) (NP (DT the) (NNS stars))))))))), over, stars,163.043,169.924,6.881
(S (PP (IN over) (NP (DT all))) (NP (DT that)) (VP (VBD asked) (NP (DT the) (JJ little) (NN prince)))), over, prince,170.757,173.191,2.434
(FRAG (ADVP (IN over) (DT all)) (SBAR (IN that) (S (NP (DT the) (NN king)) (VP (VBD answered))))), over, answered,173.83,175.939,2.109
(S (SBAR (IN for) (S (NP (NP (PRP$ his)) (NP (NN rule))) (VP (VBD was) (RB not) (NP (RB only) (JJ absolute))))) (NP (PRP it)) (VP (VBD was) (ADVP (RB also)) (ADJP (JJ universal)))), for, universal,176.387,180.311,3.924
(S (CC and) (NP (DT the) (NNS stars)) (VP (VBP obey) (NP (PRP you)))), and, you,181.044,182.399,1.355
(S (PP (IN of) (NP (NN course))) (NP (DT the) (NN king)) (VP (VBD said))), of, said,183.003,184.546,1.543
(S (NP (PRP they)) (VP (VBP obey) (ADVP (RB instantly)))), they, instantly,184.871,186.395,1.524
(S (NP (PRP i)) (VP (VBP do) (RB not) (VP (VB tolerate) (NP (NN insubordination))))), i, insubordination,186.819,188.578,1.759
(S (NP (JJ such) (NN power)) (VP (VBD filled) (NP (DT the) (JJ little) (NN prince)) (PP (IN with) (NP (NN wonder))))), such, wonder,189.771,192.46,2.689
(S (SBAR (IN if) (S (NP (PRP he)) (VP (VBD had) (VP (VBN held) (S (NP (PRP it)) (NP (PRP himself))))))) (NP (PRP he)) (VP (MD would) (VP (VB have) (VP (VBN been) (ADJP (JJ able) (S (VP (TO to) (VP (VB watch) (NP (RB not) (ADVP (RB forty)) (NP (NP (CD four)) (PP (CC but) (NP (JJ seventy) (CD two)))) (CC or) (NP (NP (RB even) (QP (DT a) (CD hundred) (CC or) (RB even) (CD two) (CD hundred)) (NNS sunsets)) (PP (IN on) (NP (DT the) (JJ same) (NN day))))) (PP (IN without) (S (ADVP (RB ever)) (VP (VBG having) (S (VP (TO to) (VP (VB move) (NP (NP (PRP$ his)) (NP (NN chair))))))))))))))))), if, chair,192.844,204.469,11.625
