tree,first_word,first_onset,last_word,last_offset
她说道屏风呢,她,428.87,呢,430.58
我正准备去拿可你刚才说的是,我,431.27,是,434.13
于是花儿放开嗓门儿咳嗽了几声依然要使小王子后悔自己的过失,于是,434.84,过失,440.09
尽管小王子本来诚心诚意地喜欢这朵花可是这一来却使他马上对她产生了怀疑,尽管,440.69,怀疑,447.18
小王子对一些无关紧要的话看得太认真结果使自己很苦恼,小王子,447.97,苦恼,452.35
有一天他告诉我说我不该听信她的话,有,453.15,话,456.75
绝不该听信那些花儿的话,绝,457.36,话,458.89
看看花闻闻她就得了,看看,459.6,了,461.32
我的那朵花儿使我的星球芳香四溢可我不会享受她,我,461.96,她,466.32
关于老虎爪子的事儿本应该使我产生同情却反而使我恼火,关于,467.04,恼火,472.15
他还告诉我说我那时什么也不懂,他,472.89,懂,475.56
我应该根据她的行为而不是根据她的话来判断她,我,476.07,她,479.22
她使我的生活芬芳多彩,她,479.91,多彩,481.82
我真不该离开她跑出来,我,482.3,出来,483.75
我本应该猜出在她那令人爱怜的花招后面所隐藏的温情,我,484.2,温情,488.55
花是多么自相矛盾,花,489.35,自相矛盾,490.9
我当时太年轻还不懂得爱她,我,491.51,她,494.26
我想小王子大概是利用一群候鸟迁徙的机会跑出来的,我,495.19,的,498.91
在他出发的那天早上他把他的星球收拾得整整齐齐,在,499.59,整齐,503.54
把它上头的活火山打扫得干干净净,把,504.06,干净,506.56
他有两个活火山,他,507.32,火山,508.3
早上热早点很方便,早上,508.91,方便,510.4
他还有一座死火山,他,511.14,火山,512.38
他也把它打扫干净,他,512.79,干净,514.03
他想说不定它还会活动呢,他,514.6,呢,517.05
打扫干净了它们就可以慢慢地有规律地燃烧而不会突然爆发,打扫,517.88,爆发,522.94
火山爆发就像烟囱里的火焰一样,火山,523.63,一样,525.79
当然在我们地球上我们人太小不能打扫火山所以火山给我们带来很多很多麻烦,当然,526.58,麻烦,533.48
小王子还把剩下的最后几棵猴面包树苗全拔了,小王子,534.51,了,537.85
他有点儿忧伤,他,538.55,忧伤,539.37
他以为他再也不会回来了,他,540.05,了,542.0
这天这些家常活使他感到特别亲切,这,542.61,亲切,546.05
当他最后一次浇花时准备把她放在玻璃罩子下面他发觉自己要哭出来,当,546.67,出来,552.28
再见了他对花儿说道,再见,553.13,说道,555.28
可是花儿没有回答他,可是,555.85,他,557.34
再见了他又说了一遍,再见,558.23,遍,560.55
花儿咳嗽了一阵但并不是由于感冒,花,561.27,感冒,563.91
她终于对他说道我方才真蠢,她,564.69,蠢,567.49
请你原谅我,请,567.96,我,568.91
希望你能幸福,希望,569.39,幸福,571.02
花儿对他毫不抱怨,花,571.6,抱怨,572.96
他感到很惊讶,他,573.48,惊讶,574.35
他举着罩子不知所措地伫立在那里,他,575.0,那里,577.51
他不明白她为什么会这样温柔恬静,他,578.39,恬静,580.92
的确我爱你花儿对他说道,的确,582.04,说道,585.71
但由于我的过错你一点儿也没有理会,但,586.59,理会,589.45
这丝毫不重要,这,590.17,重要,591.16
不过你也和我一样的蠢,不过,591.92,蠢,594.09
希望你今后能幸福,希望,594.7,幸福,596.06
把罩子放在一边吧,把,596.86,吧,598.02
我用不着它了,我,598.63,了,599.56
要是风来了怎么办,要是,600.57,办,602.25
我的感冒并不那么重,我,603.11,重,604.69
夜晚的凉风对我倒有好处,夜晚,605.31,好处,607.29
我是一朵花,我,607.96,花,608.72
要是有虫子野兽呢,要是,609.61,呢,611.63
我要是想认识蝴蝶经不起两三只毛虫是不行的,我,612.43,的,616.23
据说这是很美的,据说,616.89,的,618.27
不然还有谁来看我呢,不然,618.87,呢,620.21
你就要到远处去了,你,621.02,了,622.31
至于说大动物我并不怕,至于,622.99,怕,624.97
我有爪子,我,625.51,爪子,626.27
于是她天真地显露出她那四根刺,于是,627.35,刺,630.06
随后又说道别这么磨蹭了,随后,630.63,了,632.81
真烦人,真,633.13,烦人,633.79
你既然决定离开这儿那么快走吧,你,634.35,吧,637.7
她是怕小王子看见她在哭,她,638.86,哭,641.03
她是朵非常骄傲的花,她,641.82,花,643.69
在附近的宇宙中还有325326327328329330等几颗小行星,在,0.07,行星,7.4
他就开始访问这几颗星球,他,8.13,星球,9.63
想在那里找点儿事儿干并且学习学习,想,10.12,学习,12.69
第一颗星球上住着一个国王,第一,13.55,国王,15.55
国王穿着用紫红色和白底儿黑花的毛皮做成的大礼服,国王,16.24,礼服,20.09
坐在一个很简单却又十分威严的宝座上,坐,20.67,上,23.24
啊来了一个臣民当他看见小王子时喊了起来,啊,23.96,起来,28.39
小王子思量着他从来也没有见过我怎么会认识我呢,小王子,29.24,呢,33.69
他哪里知道在那些国王的眼里世界是非常简单的,他,34.54,的,38.47
所有的人都是臣民,所有,38.98,臣民,40.32
国王十分骄傲因为他终于成了某个人的国王,国王,40.95,国王,44.21
他对小王子说道靠近些好让我好好看看你,他,44.79,你,48.91
小王子看看四周想找个地方坐下来可是整个星球被国王华丽的白底儿黑花皮袍占满了他只好站在那里,小王子,49.89,那里,58.04
但是因为疲倦了他打起哈欠来,但是,58.55,来,60.79
君王对他说在一个国王面前打哈欠是违反礼节的,君王,61.37,的,65.76
我禁止你打哈欠,我,66.25,打哈欠,67.23
小王子羞愧地说道我实在忍不住,小王子,68.19,住,71.04
我长途跋涉来到这里还没有睡觉呢,我,71.46,呢,74.03
国王说那好吧我命令你打哈欠,国王,75.06,打哈欠,78.19
好些年来我没有看见过任何人打哈欠,好些,78.71,打哈欠,81.25
对我来说打哈欠倒是新奇的事,对,81.78,事,84.82
来吧再打个哈欠,来,85.46,哈欠,86.91
这是命令,这,87.32,命令,88.08
这倒叫我有点儿紧张,这,89.31,紧张,91.21
我打不出哈欠来了,我,91.69,了,92.91
小王子红着脸说,小王子,93.72,说,95.12
嗯嗯国王回答道,嗯,95.8,道,98.55
那么我命令你忽而打哈欠忽而,那么,99.23,忽而,103.06
他嘟嘟囔囔显出有点儿恼怒,他,103.82,恼怒,106.08
因为国王所要求的主要是保持他的威严受到尊敬,因为,106.74,尊敬,110.1
他不能容忍不听他的命令,他,111.0,命令,112.75
他是一位绝对的君主,他,113.3,君主,114.63
可是他却很善良,可是,115.27,善良,116.97
他下的命令都是有理智的,他,117.5,的,119.29
他常常说如果我叫一位将军变成一只海鸟而这位将军不服从我的命令那么这就不是将军的过错而是我的过错,他,119.93,过错,130.52
小王子腼腆地试探道我可以坐下吗,小王子,131.41,吗,135.39
我命令你坐下国王一边回答一边庄重地把他那白底儿黑花皮袍大襟挪动了一下,我,136.11,一下,142.53
可是小王子感到很奇怪,可是,143.33,奇怪,144.88
这么小的行星国王他对什么进行统治呢,这么,145.61,呢,148.51
他对国王说陛下请原谅我想问您,他,149.35,您,153.75
国王急忙抢着说道我命令你问我,国王,154.28,我,156.7
陛下你统治什么呢,陛下,157.71,呢,159.93
国王非常简单明了地说我统治一切,国王,160.71,一切,163.84
一切国王轻轻地用手指着他的行星和其他的行星以及所有的星星,一切,164.69,星星,170.69
小王子说统治这一切,小王子,171.32,一切,174.0
统治这一切,统治,174.84,一切,176.16
原来他不仅是一个绝对的君主而且是整个宇宙的君主,原来,176.51,君主,180.61
那么星星都服从您吗,那么,181.5,吗,183.67
那当然国王对他说,那,184.18,说,186.41
它们立即就得服从,它们,186.98,服从,188.35
我是不允许无纪律的,我,188.71,的,190.09
这样的权力使小王子惊叹不已,这样,191.1,不已,193.56
如果掌握了这样的权力那么他一天就不只是看到四十三次日落而可以看到七十二次甚至一百次或是二百次日落也不必要去挪动椅子了,如果,194.1,了,205.91
由于他想起了他那被遗弃的小星球心里有点儿难过,由于,206.85,难过,210.73
他大胆地向国王提出了一个请求我想看日落,他,211.36,日落,215.55
请求您命令太阳落山吧,请求,216.27,吧,218.68
国王说道如果我命令一个将军像一只蝴蝶那样从这朵花飞到那朵花或者命令他写作一个悲剧剧本或者变一只海鸟而如果这位将军接到命令不执行的话那么我们中的谁是错误的呢,国王,219.62,呢,236.67
将军还是我自己,将军,237.28,自己,238.96
那当然是您的不对小王子肯定地回答,那,239.71,回答,243.6
一点也不错国王接着说,一点,244.11,说,246.31
向每个人提出的要求应该是他们所能做到的,向,246.9,的,250.12
权威首先应该建立在理性的基础上,权威,250.74,上,253.33
如果命令你的老百姓去投海他们非起来革命不可,如果,253.97,可,257.77
我的命令是合理的所以我有权要别人服从,我,258.48,服从,262.2
那么我提出的日落呢小王子一旦提出一个问题他是不会忘记这个问题的,那么,263.21,的,269.23
日落么你会看到的,日落,270.0,的,272.11
我一定要太阳落山,我,272.67,落山,273.99
不过按照我的统治科学我得等到条件成熟的时候,不过,274.45,时候,278.2
小王子问道这要等到什么时候呢,小王子,278.95,呢,282.29
嗯国王在回答之前首先翻阅了一本厚厚的日历,嗯,283.04,日历,287.61
嘴里慢慢说道嗯嗯日落大约大约在今晚七时四十分的时候,嘴里,288.06,时候,296.08
你将看到我的命令一定会被服从的,你,296.49,的,298.79
小王子又打起哈欠来了,小王子,299.74,了,301.87
他遗憾没有看到日落,他,302.26,日落,303.72
他有点儿厌烦了,他,304.11,了,304.98
他对国王说我没有必要再待在这儿了,他,305.53,了,308.59
我要走了,我,309.05,了,309.67
这位因为刚刚有了一个臣民而十分骄傲自得的国王说道嗯别走别走我任命你当大臣,这,310.7,大臣,317.36
什么大臣,什么,318.03,大臣,318.85
嗯司法大臣,嗯,319.3,大臣,320.91
可是这儿没有一个要审判的人,可是,321.55,人,324.04
很难说呀国王说道,很,324.87,说道,326.71
因为我还没有巡视过我的王国呢,因为,327.31,呢,329.86
我很老了,我,330.39,了,331.04
我这地方又小没有放銮驾的地方,我,331.42,地方,333.97
另外一走路我就累,另外,334.55,累,336.2
哦可是我已经看过了小王子说道并探身朝星球的那一侧看了看,哦,337.13,看,343.46
那边也没有一个人,那边,343.92,人,344.98
那么你就审判你自己呀国王回答他说,那么,345.76,说,349.58
这可是最难的了,这,350.1,了,351.2
审判自己比审判别人要难得多啊,审判,351.67,啊,354.06
你要是能审判好自己你就是一个真正有才智的人,你,354.67,人,358.49
我嘛随便在什么地方我都可以审度自己,我,359.34,自己,363.02
我没有必要留在这里,我,363.58,这里,365.24
嗯国王又说,嗯,365.83,说,367.71
嗯我想在我的星球上有一只老耗子,嗯,368.14,耗子,372.19
夜里我听见它的声音,夜里,372.73,声音,374.42
你可以审判它,你,374.73,它,375.47
不时地判处它死刑,不时,376.07,死刑,377.45
因此它的生命取决于你的判决,因此,377.88,判决,380.54
可是你要有节制地使用这只耗子,可是,381.04,耗子,383.49
每次判刑后都要赦免它,每次,383.92,它,385.75
因为只有这一只耗子,因为,386.27,耗子,388.18
可是我不愿判死刑小王子回答道,可是,388.92,道,392.68
我想我还是应该走,我,393.4,走,395.35
嗯不行国王说,嗯,395.68,说,397.4
但是小王子准备完毕之后不想使老君主难过说道如果国王陛下想要不折不扣地得到服从你可以给我下一个合理的命令,但是,397.95,命令,408.39
比如说你可以命令我一分钟之内必须离开,比如,409.01,离开,412.75
我认为这个条件是成熟的,我,413.34,的,415.16
国王什么也没有回答,国王,416.17,回答,417.39
起初小王子有些犹疑不决随后叹了口气就离开了,起初,417.93,了,422.75
我派你当我的大使国王匆忙地喊道,我,423.32,道,427.04
国王显出非常有权威的样子,国王,427.61,样子,429.62
小王子在旅途中自言自语地说这些大人真奇怪,小王子,430.1,奇怪,435.29
第二个行星上住着一个爱虚荣的人,第二,436.26,人,438.72
喔唷喔唷一个崇拜我的人来拜访了,哦哟,439.28,了,442.83
这个爱虚荣的人一见到小王子老远就叫喊起来,这个,443.75,起来,446.93
在那些爱虚荣的人眼里别人都成了他们的崇拜者,在,447.6,崇拜者,450.9
你好小王子说道,你,451.7,道,453.53
你的帽子很奇怪,你,454.16,奇怪,455.81
这是为了向人致意用的爱虚荣的人回答道,这,456.71,道,460.5
当人们向我欢呼的时候我就用帽子向他们致意,当,461.12,致意,464.58
可惜没有一个人经过这里,可惜,464.98,这里,467.04
小王子不解其意说道啊是吗,小王子,467.79,吗,471.86
爱虚荣的人向小王子建议道你用一只手去拍另一只手,爱,472.49,手,477.16
小王子就拍起巴掌来,小王子,478.04,来,479.6
这位爱虚荣者就谦逊地举起帽子向小王子致意,这,480.28,致意,483.83
小王子心想这比访问那位国王有趣,小王子,484.59,有趣,487.88
于是他又拍起巴掌来,于是,488.55,来,490.24
爱虚荣者又举起帽子来向他致意,爱,490.74,致意,493.33
小王子这样做了五分钟之后对这种单调的把戏有点儿厌倦了说道要想叫你的帽子掉下来该怎么做呢,小王子,494.08,呢,502.9
可这回爱虚荣者听不进他的话,可,503.44,话,505.68
因为凡是爱虚荣的人只听得进赞美的话,因为,506.3,话,509.02
他问小王子道你真的钦佩我吗,他,509.65,吗,512.47
钦佩是什么意思,钦佩,513.32,意思,514.94
钦佩嘛就是承认我是星球上最美的人服饰最好的人最富有的人最聪明的人,钦佩,515.77,人,522.93
可您是您的星球上唯一的人呀,可,523.49,呀,526.19
让我高兴吧,让,526.97,吧,527.89
请你还是来钦佩我吧,请,528.27,吧,530.25
小王子轻轻地耸了耸肩膀说道我钦佩你,小王子,531.08,你,535.28
可是这有什么能使你这样感兴趣的,可是,536.01,的,538.9
于是小王子就走开了,于是,539.76,了,541.03
小王子在路上自言自语地说了一句这些大人肯定是十分古怪的,小王子,541.69,的,547.48
小王子所访问的下一个星球上住着一个酒鬼,小王子,548.4,酒鬼,551.85
访问时间非常短可是他却使小王子非常忧伤,访问,552.6,忧伤,556.49
你在干什么小王子问酒鬼,你,557.35,酒鬼,560.14
这个酒鬼默默地坐在那里面前有一堆酒瓶子有的装着酒有的是空的,这个,560.71,的,566.77
我喝酒他阴沉忧郁地回答道,我,567.9,道,571.38
你为什么喝酒小王子问道,你,571.99,问道,574.86
为了忘却酒鬼回答,为了,575.61,回答,579.32
小王子已经有些可怜酒鬼,小王子,580.16,酒鬼,582.27
他问道忘却什么呢,他,582.72,呢,584.91
酒鬼垂下脑袋坦白道为了忘却我的羞愧,酒鬼,585.86,羞愧,591.13
你羞愧什么呢,你,592.15,呢,593.19
小王子很想救助他,小王子,593.91,他,595.8
我羞愧我喝酒,我,596.65,喝酒,600.45
酒鬼说完以后就再也不开口了,酒鬼,601.05,了,603.71
小王子迷惑不解地离开了,小王子,604.52,了,606.16
在旅途中他自言自语地说道这些大人确实真叫怪,在,606.78,怪,612.18
第四个行星是一个实业家的星球,第四,0.13,星球,2.84
这个人忙得不可开交,这,3.41,不可开交,4.93
小王子到来的时候他甚至连头都没有抬一下,小王子,5.48,下,8.6
小王子对他说您好您的烟卷灭了,小王子,9.2,了,13.34
三加二等于五,三,14.42,五,15.46
五加七等于十二,五,15.8,十二,16.85
十二加三等于十五,十二,17.29,十五,18.66
你好,你,19.15,好,19.5
十五加七二十二,十五,19.74,22,21.3
二十二加六二十八,22,21.82,28,23.33
没有时间再去点着它,没有,23.8,它,25.68
二十六加五三十一,26,26.25,31,27.93
哎哟一共是五亿一百六十二万二千七百三十一,哎哟,28.19,501622731,33.79
五亿什么呀,五亿,34.68,呀,35.91
嗯你还待在这儿呐,嗯,36.54,呐,38.62
五亿一百万,501000000,39.21,501000000,40.25
我也不知道是什么了,我,41.0,了,42.16
我的工作很多,我,42.56,多,43.34
我是很严肃的,我,43.63,的,44.51
我可是从来没有功夫去闲聊,我,45.01,闲聊,46.88
二加五得七,二,47.38,七,48.44
五亿一百万什么呀小王子重复问道,501000000,49.09,问道,52.39
一旦他提出了一个问题是从来也不会放弃的,一旦,53.0,的,56.33
这位实业家抬起头说我住在这个星球上五十四年以来只被打搅过三次,这,57.14,次,63.34
第一次是二十二年前不知从哪里跑来了一只金龟子来打搅我,第,63.99,我,68.47
它发出一种可怕的噪音使我在一笔账目中出了四个差错,它,69.25,差错,73.55
第二次在十一年前是风湿病发作因为我缺乏锻炼所致,第二,74.13,致,79.47
我没有功夫闲逛,我,79.98,闲逛,80.95
我可是个严肃的人,我,81.47,人,82.57
现在这是第三次,现在,83.33,次,85.19
我计算的结果是五亿一百万,我,85.7,501000000,88.5
几百万什么,几百万,89.17,什么,90.06
这位实业家知道要想安宁是无望的了就说道几百万个小东西,这,90.73,东西,96.58
这些小东西有时出现在天空中,这些,97.02,中,99.46
苍蝇吗,苍蝇,100.41,吗,101.0
不是是些闪闪发亮的小东西,不,101.57,东西,104.86
是蜜蜂吗,是,105.6,吗,106.44
不是是金黄色的小东西,不,107.13,东西,109.3
这些小东西叫那些懒汉们胡思乱想,这些,110.0,胡思乱想,112.8
我是个严肃的人,我,113.23,人,114.26
我没有时间胡思乱想,我,114.69,胡思乱想,116.13
啊是星星吗,啊,117.0,吗,119.05
对了就是星星,对,119.58,星星,120.89
你要拿这五亿星星做什么,你,121.84,什么,123.87
五亿一百六十二万七百三十一颗星星,501620731,124.65,星星,127.78
我是严肃的人,我,128.25,人,129.09
我是非常精确的,我,129.43,的,130.58
你拿这些星星做什么,你,131.49,什么,132.9
我要它做什么,我,133.47,什么,134.58
是呀,是,135.15,呀,135.62
什么也不做,什么,136.22,做,137.01
它们都是属于我的,它们,137.55,的,138.74
星星是属于你的,星星,139.55,的,141.61
是的,是,142.38,的,142.77
可是我已经见到过一个国王他,可是,143.57,他,146.4
国王并不占有他们只是进行统治,国王,146.82,统治,149.47
这不是一码事儿,这,149.93,事,150.65
你拥有这许多星星有什么用,你,151.25,用,153.52
它能让我变得富有,它,154.27,富有,155.87
富了有什么好处呢,富,156.61,呢,158.72
富了就可以去买别的星星如果有人发现了别的星星的话,富,159.44,话,164.56
小王子自言自语地说这个人想问题有点儿像那个酒鬼一样,小王子,165.39,一样,171.25
可是他又提了一些问题你怎么能占有星星呢,可是,171.7,呢,177.17
那么你说星星是谁的啊实业家不高兴地顶了小王子一句,那么,178.08,句,183.22
我不知道,我,184.02,知道,184.9
不属于任何人,不,185.5,人,186.44
那么它们就是我的因为是我第一个想到了这件事情的,那么,187.22,的,191.74
这就行了吗,这,192.56,吗,193.36
那当然,那,194.02,当然,194.6
如果你发现了一颗没有主人的钻石那么这颗钻石就是属于你的,如果,195.19,的,199.57
当你发现了一个岛是没有主的那么这个岛就是你的,当,200.23,的,204.26
当你首先想出了一个办法你就去领一个专利证这个办法就是属于你的,当,205.03,的,210.54
既然在我之前不曾有任何人想到要占有这些星星那我就占有这些星星,既然,210.98,星星,216.8
这倒也是小王子说,这,217.99,说,220.27
可是你用它们来干什么,可是,221.03,什么,223.24
我经营管理这些星星,我,224.17,星星,225.73
我一遍又一遍地计算它们的数目,我,226.23,数目,228.57
这是一件困难的事但我是一个严肃认真的人,这,229.11,人,232.72
小王子仍然还不满足,小王子,233.57,满足,235.5
他说对我来说如果我有一条围巾我可以用它来围着我的脖子并且能带走它,他,236.06,它,243.95
我有一朵花的话我就可以摘下我的花并且把它带走,我,244.64,带走,248.7
可你却不能摘下这些星星呀,可,249.43,呀,252.34
我不能摘但我可以把它们存在银行里,我,252.99,里,256.34
这是什么意思呢,这,257.32,呢,258.7
这就是说我把星星的数目写在一片小纸头上然后把这片纸头锁在一个抽屉里,这,259.58,里,265.72
这就算完事儿了吗,这,266.77,吗,267.76
这样就行了,这样,268.61,了,269.21
小王子想道真好玩儿,小王子,270.11,好玩,272.19
这倒蛮有诗意,这,272.57,诗意,273.65
可是并不算是了不起的正经事儿,可是,274.19,事,277.95
关于什么是正经事儿小王子的看法与大人们的看法非常不同,关于,278.85,不同,283.61
他接着又说我有一朵花我每天都给她浇水,他,284.26,浇水,288.38
我还有三座火山我每星期把它们全都打扫一遍连死火山也打扫,我,288.81,打扫,294.36
谁知道它会不会再复活,谁,295.06,复活,297.12
我拥有火山和花这对我的火山有益处对我的花也有益处,我,297.92,益处,302.91
但是你对星星并没有用处,但是,303.52,用处,306.38
实业家张口结舌无言以对,实业家,306.93,无言,309.25
于是小王子就走了,于是,309.96,了,311.48
在旅途中小王子只是自言自语地说了一句这些大人们真是奇怪极了,在,312.24,了,319.11
第五颗行星非常奇怪,第五,320.68,奇怪,322.37
是这些星星中最小的一颗,是,323.14,颗,325.04
行星上刚好能容得下一盏路灯和一个点路灯的人,行星,325.47,人,329.55
小王子怎么也解释不通这个坐落在天空某一角落既没有房屋又没有居民的行星上要一盏路灯和一个点灯的人做什么用,小王子,330.55,用,341.02
但他自己猜想可能这个人思想不正常,但,341.74,正常,346.06
但他比起国王比起那个爱虚荣的人那个实业家和酒鬼却要好些,但,346.89,些,353.24
至少他的工作还有点儿意义,至少,353.82,意义,356.1
当他点着了他的路灯时就像他增添了一颗星星或是一朵花,当,356.73,花,362.11
当他熄灭了路灯时就像让星星或花朵睡着了似的,当,362.79,似的,367.19
这差事真美妙,这,367.69,美妙,369.26
就是真正有用的了,就,369.88,了,371.5
小王子一到了这个行星上就很尊敬地向点路灯的人打招呼,小王子,372.14,招呼,377.47
早上好,早上,378.21,好,378.78
你刚才为什么把路灯灭了呢,你,379.38,呢,381.35
这是命令点灯的人回答道,这,382.37,道,384.99
早上好,早上,385.62,好,386.18
命令是什么,命令,387.1,什么,388.22
就是熄掉我的路灯,就,389.04,路灯,390.74
晚上好,晚上,391.79,好,392.32
于是他又点燃了路灯,于是,393.1,路灯,395.06
那么为什么你又把它点着了呢,那么,395.95,呢,398.54
这是命令,这,399.29,命令,399.95
点灯的人回答道,点灯,400.95,道,402.1
我不明白小王子说,我,402.89,说,404.99
没什么要明白的点灯的回答说,没,405.63,说,408.26
命令就是命令,命令,408.99,命令,410.36
早上好,早上,411.08,好,411.58
于是他又熄灭了路灯,于是,412.59,路灯,414.55
然后他拿一块儿有红方格子的手绢儿擦着额头,然后,415.27,额头,418.8
我干的是一种可怕的职业,我,419.96,职业,421.85
以前还说得过去早上熄灯晚上点灯剩下时间白天我就休息夜晚我就睡觉,以前,422.37,睡觉,429.63
那么后来命令改变了是吗,那么,430.41,吗,433.28
点灯的人说命令没有改,点灯,434.11,改,436.71
惨就惨在这里了,惨,437.26,了,439.03
这颗行星一年比一年转得更快而命令却没有改,这,439.83,改,444.42
结果呢小王子问,结果,445.24,问,447.54
结果现在每分钟转一圈儿我连一秒钟的休息时间都没有了,结果,448.35,了,452.58
每分钟我就要点一次灯熄一次灯,每,453.17,灯,455.95
真有趣你这里每天只有一分钟长,真,456.74,长,460.41
一点趣味也没有点灯的说,一点,461.2,说,463.59
我们俩在一块儿说话就已经有一个月的时间了,我们,464.2,了,467.09
一个月,一,467.78,月,468.37
对三十分钟三十天,对,469.02,天,471.26
晚上好,晚上,472.01,好,472.49
于是他又点着了他的路灯,于是,473.55,路灯,475.85
小王子瞅着他,小王子,476.65,他,477.64
他喜欢这个点灯人如此忠守命令,他,478.23,命令,480.76
这时他想起了他自己从前挪动椅子寻找日落的事儿,这时,481.3,事,485.65
他很想帮助他的这位朋友,他,486.12,朋友,487.88
告诉你我知道一种能使你休息的办法,告诉,488.7,办法,492.07
你要什么时候休息都可以,你,492.66,可以,494.33
我老是想休息点灯人说,我,495.19,说,497.59
因为一个人可以同时是忠实的又是懒惰的,因为,498.07,的,502.11
小王子接着说你的这颗行星这样小你三步就可以绕它一圈儿,小王子,502.84,圈,508.14
你只要慢慢地走就可以一直在太阳的照耀下,你,508.68,下,512.22
你想休息的时候你就这样走那么你要白天有多长它就有多长,你,512.69,长,518.74
这办法帮不了我多大忙点灯人说,这,519.86,说,523.26
生活中我喜欢的就是睡觉,生活,523.87,睡觉,526.19
真不走运小王子说,真,527.18,说,529.45
真不走运点灯人说,真,530.11,说,532.28
早上好,早上,533.08,好,533.6
于是他又熄灭了路灯,于是,534.43,路灯,536.53
小王子在他继续往前旅行的途中自言自语地说道这个人一定会被其他那些人国王呀爱虚荣的呀酒鬼呀实业家呀所瞧不起,小王子,537.21,起,550.84
可是唯有他不使我感到荒唐可笑,可是,551.69,可笑,554.85
这可能是因为他所关心的是别的事儿而不是他自己,这,555.45,自己,559.42
他惋惜地叹了口气并且又对自己说道本来这是我唯一可以和他交成朋友的人,他,560.86,人,568.25
可是他的星球确实太小了住不下两个人,可是,568.86,人,572.43
小王子没有勇气承认的是他留恋这颗令人赞美的星星特别是因为在那里每二十四小时就有一千四百四十次日落,小王子,573.37,日落,583.45
第六颗行星则要大十倍上面住着一位老先生,第六,0.0,先生,3.9
他在写作大部头的书,他,4.48,书,5.95
瞧来了一位探险家老先生看到小王子时叫了起来,瞧,7.01,起来,12.75
小王子在桌旁坐下有些气喘吁吁,小王子,13.25,气喘吁吁,16.01
他跑了多少路啊,他,16.79,啊,17.89
你从哪里来的呀老先生问小王子,你,18.2,小王子,22.62
这一大本是什么书小王子问道,这,23.75,道,26.93
你在这里干什么,你,27.47,什么,28.64
我是地理学家老先生答道,我,29.38,答道,32.54
什么是地理学家,什么,33.16,地理学,34.64
地理学家就是一种学者,地理学,35.48,学者,38.3
他知道哪里有海洋哪里有江河城市山脉沙漠,他,38.86,沙漠,45.63
这倒挺有意思小王子说,这,46.65,说,49.83
这才是一种真正的行当,这,50.42,行当,52.11
他朝四周看了看这位地理学家的星球,他,52.77,星球,55.36
他还从来没有见过一颗如此壮观的行星,他,56.05,行星,58.74
您的星球真美呀,您,59.28,呀,60.94
上面有海洋吗,上面,61.41,吗,63.03
这我没法知道地理学家说,这,63.67,说,67.46
啊小王子大失所望,啊,68.14,大失所望,71.18
那么山脉呢,那么,71.99,呢,73.61
这我没法知道地理学家说,这,74.38,说,77.93
那么有城市河流沙漠吗,那么,78.66,吗,82.18
这我也没法知道地理学家说,这,83.0,说,86.95
可您还是地理学家呢,可,87.82,呢,89.77
一点儿不错地理学家说,一点,90.51,说,93.37
但是我不是探察家,但是,94.1,探察,96.51
我手下一个探察家都没有,我,97.15,没有,99.43
地理学家是不去计算城市河流山脉海洋沙漠的,地理学,100.15,的,106.25
地理学家很重要不能到处跑,地理学,107.11,跑,109.85
他不能离开他的办公室,他,110.47,办公室,112.2
但他可以在办公室里接见探察家,但,112.94,探察,116.12
他询问探察家把他们的回忆记录下来,他,116.91,下来,120.42
如果他认为其中有个探察家的回忆是有意思的那么地理学家就对这个探察家的品德做一番调查,如果,121.04,调查,130.9
这是为什么呢,这,131.75,呢,133.03
因为一个说假话的探察家会给地理书带来灾难性的后果,因为,133.81,后果,139.22
同样一个太爱喝酒的探察家也是如此,同样,139.77,如此,144.33
这又是为什么小王子说,这,145.11,说,148.09
因为喝醉了酒的人把一个看成两个那么地理学家就会把只有一座山的地方写成两座山,因为,148.88,山,159.53
我认识一个人他要是搞探察的话就很可能是个不好的探察员小王子说,我,160.07,说,166.66
这是可能的,这,167.36,的,168.67
因此如果探察家的品德不错就对他的发现进行调查,因此,169.22,调查,175.31
去看一看吗,去,175.97,吗,176.74
不那太复杂了,不,177.53,了,179.46
但是要求探察家提出证据来,但是,180.05,来,182.77
例如假使他发现了一座大山就要求他带一些大石头,例如,183.34,石头,188.71
地理学家忽然忙乱起来,地理学,189.68,起来,191.31
正好你是从老远来的么,正好,191.84,么,194.12
你是个探察家,你,194.58,探察,195.69
你来给我介绍下你的星球吧,你,196.26,吧,198.6
于是已经打开登记簿的地理学家削起他的铅笔来,于是,199.06,来,203.14
他首先是用铅笔记下探察家的叙述等到探察家提出了证据以后再用墨水笔记下来,他,203.97,下来,210.22
怎么样地理学家询问道,怎么样,211.71,道,214.42
啊我那里小王子说道,啊,214.76,说道,217.4
没有多大意思,没有,218.01,意思,219.11
那儿很小,那儿,219.59,小,220.33
我有三座火山,我,220.78,火山,221.92
两座是活的一座是熄灭了的,两,222.33,的,225.22
但是也很难说,但是,225.66,说,226.74
很难说地理学家说道,很,227.0,说道,229.91
我还有一朵花儿,我,230.58,花,231.55
我们是不记载花卉的地理学家说,我们,232.25,说,235.88
这是为什么,这,236.54,为什么,237.41
花是我的星球上最美丽的东西,花,237.94,东西,240.57
因为花卉是短暂的,因为,241.31,的,244.18
