tree,first_word,last_word,first_onset,last_offset,duration
on the morning of his departure he put his planet in perfect order, on, order,525.586,529.694,4.108
he carefully swept out his active volcanoes, he, volcanoes,530.263,533.052,2.789
he owned two active volcanoes, he, volcanoes,533.316,535.301,1.985
it was very convenient for heating his breakfast in the morning, it, morning,535.301,538.174,2.873
he also owned an extinct volcano but as he used to say you never know so he cleaned out the extinct volcano too, he, too,538.583,546.35,7.767
if they are well cleaned out volcanoes burn slowly and steadily without any eruptions, if, eruptions,546.938,552.547,5.609
volcanic eruptions are like fires in a chimney, volcanic, chimney,552.966,555.84,2.874
on our earth we are obviously much too small to clean out our volcanoes, on, volcanoes,556.284,560.628,4.344
that is why they cause us no end of trouble, that, trouble,560.922,563.031,2.109
the little prince also pulled up with a hint of sadness the last little shoots of the baobabs, the, baobabs,564.164,569.741,5.577
he believed he would never return, he, return,570.235,571.79,1.555
but all these familiar tasks seemed on that morning very precious, but, precious,572.438,576.727,4.289
and as he watered the flower one last time and prepared to shelter her under her dome he found himself close to tears, and, tears,577.176,584.897,7.721
goodbye he said to the flower but she did not answer, goodbye, answer,585.72,589.242,3.522
goodbye he said again, goodbye, again,590.015,591.719,1.704
the flower coughed but it was not because she had a cold, the, cold,592.502,595.611,3.109
i was silly, i, silly,596.972,597.747,0.775
she said finally, she, finally,598.017,598.947,0.93
i ask your forgiveness, i, forgiveness,599.485,600.825,1.34
try to be happy, try, happy,601.184,602.024,0.84
he was surprised by this absence of reproaches, he, reproaches,603.091,605.83,2.739
he stood there all bewildered the dome held in mid air, he, air,606.384,610.107,3.723
he did not understand this quiet sweetness, he, sweetness,610.441,613.385,2.944
of course i love you, of, you,614.418,615.727,1.309
the flower said to him, the, him,615.972,617.137,1.165
it is my fault that you did not know, it, know,617.88,619.584,1.704
that is of no importance, that, importance,619.958,621.228,1.27
but you have been just as foolish as i have, but, have,621.722,623.656,1.934
try to be happy, try, happy,624.41,625.234,0.824
let the dome be, let, be,625.933,626.897,0.964
i do not want it anymore, i, anymore,627.122,628.312,1.19
but the wind, but, wind,628.955,629.725,0.77
my cold is not all that bad, my, bad,630.393,632.083,1.69
the cool night air will do me good, the, good,632.512,634.591,2.079
i am a flower, i, flower,634.79,635.605,0.815
but the animals, but, animals,636.303,637.288,0.985
i will have to endure two or three caterpillars if i wish to become acquainted with the butterflies, i, butterflies,637.937,642.899,4.962
it seems that they are very beautiful and otherwise who else will come to visit me, it, me,643.358,648.444,5.086
you will be far away, you, away,648.858,650.068,1.21
as for the large animals i am not at all afraid of anything, as, anything,650.601,654.39,3.789
i have my claws, i, claws,654.794,656.173,1.379
and naively she showed her four thorns, and, thorns,656.817,659.826,3.009
then she added do not linger like this, then, this,660.405,663.163,2.758
it is tiresome, it, tiresome,663.163,664.008,0.845
you have decided to leave, you, leave,664.202,665.659,1.457
now go, now, go,665.659,666.246,0.587
for she did not want him to see her crying, for, crying,667.02,669.174,2.154
she was such a proud flower, she, flower,669.718,671.287,1.569
he found himself in the neighborhood of the asteroids 325 _ 326 _ 327 _ 328 329 and 330, he,330,0.21,9.376,9.166
so he began by visiting them to learn more, so, more,9.86,12.699,2.839
the first one was inhabited by a king, the, king,13.532,15.986,2.454
the king was sitting dressed in purple and ermine on a very simple yet majestic throne, the, throne,16.704,22.302,5.598
ah here comes a subject exclaimed the king when he caught sight of the little prince, ah, prince,23.03,27.702,4.672
and the little prince asked himself how could he recognise me when he has never seen me before, and, before,28.296,33.363,5.067
he did not know that for kings the world is very much simplified, he, simplified,34.061,38.254,4.193
to them all men are subjects, to, subjects,38.503,40.383,1.88
approach so that i may see you better said the king who was very proud to finally be king over somebody, approach, somebody,41.156,47.308,6.152
the little prince looked around him for a place to sit but the planet was completely taken over by the magnificent ermine robe so he remained standing and since he was tired he yawned, the, yawned,48.4,60.035,11.635
it is contrary to etiquette to yawn in the presence of a king, it, king,60.618,63.662,3.044
the monarch said to him i forbid you to do so, the, so,63.892,66.645,2.753
i can not stop myself replied the little prince thoroughly embarrassed, i, embarrassed,67.473,71.471,3.998
i have come on a long journey and i have not slept, i, slept,72.015,74.694,2.679
ah then the king said i order you to yawn, ah, yawn,75.183,78.521,3.338
i have not seen anyone yawning for years, i, years,78.866,80.865,1.999
yawns to me are objects of curiosity, yawns, curiosity,81.215,83.724,2.509
come now yawn again, come, again,84.038,85.152,1.114
it is an order, it, order,85.152,85.767,0.615
that frightens me, that, me,86.625,87.759,1.134
i can not any more said the little prince blushing, i, blushing,88.139,90.802,2.663
hum hum replied the king then i i order you sometimes to yawn and sometimes to, hum, to,91.391,99.548,8.157
he sputtered a bit and seemed vexed, he, vexed,100.131,102.226,2.095
for the king fundamentally insisted that his authority be respected, for, respected,102.684,106.618,3.934
he did not tolerate disobedience, he, disobedience,106.887,108.857,1.97
he was an absolute monarch but because he was good at heart he gave reasonable orders, he, orders,109.101,115.252,6.151
if i ordered a general he would often say if i ordered a general to change himself into a seabird and if the general did not obey me it would not be the general 's fault, if, fault,116.12,126.424,10.304
it would be my fault, it, fault,126.778,127.888,1.11
may i sit down the little prince enquired timidly, may, timidly,128.905,132.193,3.288
i order you to sit down replied the king who majestically gathered in a fold of his ermine mantle, i, mantle,132.767,138.724,5.957
but the little prince was astonished the planet was tiny, but, tiny,139.657,143.18,3.523
over what could this king really rule, over, rule,143.549,146.188,2.639
sire he said to him excuse my asking you a question, sire, question,147.266,151.548,4.282
i order you to ask me a question hastened to say the king, i, king,151.972,155.255,3.283
sire over what do you rule, sire, rule,155.879,157.953,2.074
over everything said the king with a magnificent simplicity, over, simplicity,158.656,162.315,3.659
over everything the king made a subtle gesture pointing out his planet the other planets and the stars, over, stars,163.043,169.924,6.881
over all that asked the little prince, over, prince,170.757,173.191,2.434
over all that the king answered, over, answered,173.83,175.939,2.109
for his rule was not only absolute it was also universal, for, universal,176.387,180.311,3.924
and the stars obey you, and, you,181.044,182.399,1.355
of course the king said, of, said,183.003,184.546,1.543
they obey instantly, they, instantly,184.871,186.395,1.524
i do not tolerate insubordination, i, insubordination,186.819,188.578,1.759
such power filled the little prince with wonder, such, wonder,189.771,192.46,2.689
if he had held it himself he would have been able to watch not forty four but seventy two or even a hundred or even two hundred sunsets on the same day without ever having to move his chair, if, chair,192.844,204.469,11.625
and as he felt a bit sad as he remembered his forsaken little planet he plucked up his courage to ask the king a favour, and, favour,205.487,212.653,7.166
i would like to see a sunset, i, sunset,213.865,215.405,1.54
do that for me, do, me,215.889,216.758,0.869
order the sun to set, order, set,217.038,218.202,1.164
if i ordered a general to fly from one flower to another like a butterfly or to write a tragic drama or to change himself into a sea bird and if the general did not carry out the order received which one of us would be in the wrong, if, wrong,219.135,231.833,12.698
you said the little prince firmly, you, firmly,232.482,234.671,2.189
exactly one must ask of each person that which they can give, exactly, give,235.314,239.886,4.572
the king went on, the, on,240.145,240.99,0.845
authority is based above all on reason, authority, reason,241.509,244.537,3.028
if you ordered your people to go and throw themselves into the sea they would rise up in revolution, if, revolution,245.126,250.149,5.023
i have the right to demand obedience because my orders are reasonable, i, reasonable,250.887,254.132,3.245
then my sunset the little prince reminded him who never forgot a question once he had asked it, then, it,255.154,260.377,5.223
you shall have your sunset, you, sunset,261.21,262.31,1.1
i shall command it but i shall wait according to my science of government until conditions are favourable, i, favourable,262.594,268.686,6.092
when will that be inquired the little prince, when, prince,269.514,271.928,2.414
hum hum replied the king who consulted a bulky almanac, hum, almanac,272.507,277.304,4.797
hum hum that will be about about that will be this evening about twenty minutes to eight, hum, eight,277.963,287.385,9.422
and you will see how well i am obeyed, and, obeyed,287.794,290.009,2.215
the little prince yawned, the, yawned,290.922,292.157,1.235
he was regretting his lost sunset and then he was already getting a little bored, he, bored,292.746,297.834,5.088
i have nothing more to do here, i, here,298.727,300.116,1.389
he said to the king, he, king,300.401,301.566,1.165
i will set off, i, off,301.566,302.384,0.818
do not go said the king who was very proud of having a subject, do, subject,302.903,306.686,3.783
do not go, do, go,307.015,307.54,0.525
i will make you a minister, i, minister,307.804,308.879,1.075
minister of what, minister, what,309.483,310.447,0.964
minister of of justice, minister, justice,311.006,313.594,2.588
but there is nobody here to judge, but, judge,314.313,315.997,1.684
we do not know that, we, that,316.686,317.725,1.039
the king said to him, the, him,317.94,318.805,0.865
i have not yet made a complete tour of my kingdom, i, kingdom,318.805,321.793,2.988
i am very old, i, old,322.471,323.516,1.045
i have no space for a carriage and it tires me to walk, i, walk,323.516,326.135,2.619
oh but i have already looked said the little prince who leant over to give one more glance at the other side of the planet, oh, planet,327.023,333.25,6.227
there was no one there either, there, either,333.724,334.928,1.204
then you shall judge yourself, then, yourself,335.786,337.591,1.805
the king answered, the, answered,337.591,338.38,0.789
that is the most difficult thing of all, that, all,338.72,340.649,1.929
it is much more difficult to judge oneself than to judge someone else, it, else,341.332,344.931,3.599
if you succeed in judging yourself rightly then you are truly wise, if, wise,345.54,349.413,3.873
yes said the little prince, yes, prince,350.132,352.161,2.029
but i can judge myself anywhere, but, anywhere,352.161,354.2,2.039
i do not have to live here, i, here,354.624,355.899,1.275
hum hum said the king, hum, king,356.547,359.499,2.952
i am fairly certain that somewhere on my planet there is an old rat, i, rat,359.499,363.01,3.511
i hear him at night, i, night,363.159,364.107,0.948
you can judge this old rat, you, rat,364.676,365.971,1.295
from time to time you will condemn him to death thus his life will depend on your justice, from, justice,366.23,371.383,5.153
but you will pardon him on each occasion to conserve him, but, him,371.931,374.512,2.581
there is only one of him, there, him,374.848,375.87,1.022
i replied the little prince do not like to condemn anyone to death, i, death,376.698,381.095,4.397
and now i think i will go on my way, and, way,381.729,383.538,1.809
no said the king, no, king,384.062,385.312,1.25
but the little prince having readied himself to leave had no wish to grieve the old monarch, but, monarch,386.005,391.163,5.158
if your majesty wishes to be promptly obeyed he should be able to give me a reasonable order, if, order,392.091,397.363,5.272
he should be able for example to order me to leave within a minute, he, minute,397.832,401.875,4.043
it seems to me that conditions are favourable, it, favourable,402.429,404.873,2.444
as the king made no answer the little prince hesitated at first then with a sigh took his leave, as, leave,406.16,412.801,6.641
i make you my ambassador, i, ambassador,413.809,415.174,1.365
the king hastily called out, the, out,415.468,417.128,1.66
he had a magnificent air of authority, he, authority,417.806,420.086,2.28
the grownups are very strange, the, strange,421.263,423.217,1.954
the little prince said to himself as he continued on his journey, the, journey,423.477,426.611,3.134
the second planet was inhabited by a conceited man, the, man,427.811,430.835,3.024
ah here comes a visit from an admirer exclaimed the conceited man from afar the moment he spotted the little prince, ah, prince,431.468,438.73,7.262
because to conceited men all other men are admirers, because, admirers,439.029,442.872,3.843
good morning said the little prince, good, prince,443.626,445.4,1.774
you have a funny hat, you, hat,445.854,446.913,1.059
it is for saluting, it, saluting,447.392,448.547,1.155
the conceited man replied, the, replied,448.547,449.876,1.329
it is to raise in salute when people acclaim me, it, me,450.096,452.815,2.719
unfortunately nobody ever passes by this way, unfortunately, way,453.069,455.843,2.774
oh really said the little prince who did not understand, oh, understand,456.636,459.815,3.179
clap your hands one against the other, clap, other,460.489,462.293,1.804
the conceited man advised, the, advised,462.508,463.892,1.384
the little prince clapped his hands one against the other, the, other,464.695,467.5,2.805
the conceited man raised his hat in a modest salute, the, salute,468.023,471.158,3.135
this is more fun than the visit to the king, this, king,472.17,474.265,2.095
the little prince said to himself and he began again to clap his hands one against the other, the, other,474.609,479.897,5.288
the conceited man again raised his hat in a salute, the, salute,480.311,483.375,3.064
after five minutes of this exercise the little prince grew tired of the monotony of the game, after, game,484.128,489.681,5.553
and what should i do he asked to make the hat come down, and, down,490.733,494.746,4.013
but the conceited man did not hear him, but, him,495.509,497.384,1.875
conceited people never hear anything but praise, conceited, praise,497.883,500.402,2.519
do you really admire me a lot, do, lot,500.871,502.855,1.984
he asked the little prince, he, prince,503.059,504.284,1.225
what does that mean to admire, what, admire,505.187,507.246,2.059
to admire means to recognise that i am the most handsome the best dressed the richest and the most intelligent man on the planet, to, planet,507.919,515.092,7.173
but you are the only man on the planet, but, planet,516.21,518.374,2.164
do it for me, do, me,518.943,519.583,0.64
admire me just the same, admire, same,519.837,521.212,1.375
i admire you said the little prince shrugging his shoulders a little, i, little,522.13,525.603,3.473
but how can that interest you so much, but, much,526.357,528.496,2.139
and the little prince went away, and, away,529.379,530.949,1.57
the grownups are certainly very odd, the, odd,531.962,534.326,2.364
he said to himself as he continued his journey, he, journey,534.57,536.934,2.364
the next planet was inhabited by a heavy drinker, the, drinker,538.071,540.92,2.849
this was a very short visit but it plunged the little prince into a deep sadness, this, sadness,541.499,546.606,5.107
what are you doing there, what, there,547.958,548.958,1
he said to the drinker who he found sitting in silence in front of a number of empty bottles and a number of full bottles, he, bottles,549.272,556.235,6.963
i am drinking replied the drinker gloomily, i, gloomily,556.953,559.677,2.724
why are you drinking, why, drinking,560.605,561.654,1.049
the little prince asked him, the, him,561.904,563.119,1.215
to forget replied the drinker, to, drinker,563.797,566.12,2.323
to forget what asked the little prince who already felt sorry for him, to, him,566.973,571.131,4.158
to forget that i am ashamed confessed the drinker lowering his head, to, head,572.129,576.407,4.278
ashamed of what inquired the little prince who wanted to help him, ashamed, him,577.275,580.864,3.589
ashamed of drinking concluded the drinker who then shut himself away in the silence, ashamed, silence,581.692,588.199,6.507
and the little prince went away puzzled, and, puzzled,588.772,590.972,2.2
the grownups are certainly very very odd, the, odd,592.084,595.377,3.293
he said to himself as he continued on his journey, he, journey,595.637,598.151,2.514
the fourth planet belonged to a businessman, the, businessman,0.431,2.481,2.05
this man was so busy that he did not even raise his head when the little prince arrived, this, arrived,3.034,8.078,5.044
good morning the little prince said to him, good, him,8.836,11.03,2.194
your cigarette has gone out, your, out,11.783,13.078,1.295
three and two make five, three, five,14.23,16.376,2.146
five and seven make twelve, five, twelve,16.376,17.964,1.588
twelve and three make fifteen, twelve, fifteen,18.358,20.013,1.655
good morning, good, morning,20.572,20.966,0.394
fifteen and seven make twenty two, fifteen, two,21.41,23.775,2.365
twenty two and six make twenty eight, twenty, eight,23.775,25.464,1.689
no time to light it again, no, again,25.948,26.918,0.97
twenty six and five make thirty one, twenty, one,27.272,29.617,2.345
phew phew then that makes five hundred and one million six hundred twenty two thousand seven hundred and thirty one, phew, one,29.617,37.809,8.192
five hundred million what, five, what,39.181,40.391,1.21
huh are you still there, huh, there,41.215,42.922,1.707
five hundred and one million i have forgotten now, five, now,43.765,46.374,2.609
i have so much work, i, work,46.724,47.593,0.869
i am a man of consequence, i, consequence,48.062,49.182,1.12
i do not amuse myself with balderdash, i, balderdash,49.421,51.176,1.755
two and five make seven, two, seven,52.029,53.679,1.65
five hundred and one million what repeated the little prince who had never in his life let go of a question once he had asked it, five, it,53.898,60.56,6.662
the businessman raised his head, the, head,61.273,62.638,1.365
during the fifty four years that i have lived on this planet i have only been disturbed three times, during, times,63.7,68.239,4.539
the first time was twenty two years ago by some scatterbrain who fell from god knows where, the, where,68.893,73.567,4.674
he made the most dreadful noise and i made four mistakes in a sum, he, sum,74.036,77.674,3.638
the second time was eleven years ago by an attack of rheumatism, the, rheumatism,78.383,81.182,2.799
i do not get enough exercise, i, exercise,81.611,82.901,1.29
i do not have time to stroll about, i, about,83.115,84.7,1.585
i am a man of consequence, i, consequence,85.064,86.159,1.095
the third time well this is it, the, it,86.822,88.682,1.86
i was saying then five hundred and one million, i, million,89.195,92.559,3.364
millions of what, millions, what,92.853,93.918,1.065
the businessman realised that there was no hope of being left in peace, the, peace,94.871,98.62,3.749
millions of those little objects that you see sometimes in the sky, millions, sky,99.303,102.582,3.279
flies, flies, flies,103.436,104.01,0.574
no no the little things that shine, no, shine,104.544,106.904,2.36
bees, bees, bees,107.587,108.097,0.51
no no the little golden things that make lazy men daydream, no, daydream,108.855,113.404,4.549
as for me i am a man of consequence, as, consequence,114.153,116.352,2.199
i have no time to daydream, i, daydream,116.352,117.746,1.394
ah the stars, ah, stars,118.22,120.555,2.335
yes that is it the stars, yes, stars,120.819,122.139,1.32
and what do you do with five hundred million stars, and, stars,122.937,125.596,2.659
five hundred and one million six hundred twenty two thousand seven hundred thirty one, five, one,126.549,130.884,4.335
i am a man of consequence, i, consequence,131.447,132.532,1.085
i am precise, i, precise,132.737,133.451,0.714
and what do you do with these stars, and, stars,134.289,135.904,1.615
what do i do with them, what, them,136.463,137.312,0.849
yes, yes, yes,137.761,138.201,0.44
nothing, nothing, nothing,138.82,139.25,0.43
i own them, i, them,139.584,140.204,0.62
you own the stars, you, stars,141.052,142.587,1.535
yes, yes, yes,143.16,143.56,0.4
but i have already seen a king who, but, who,144.483,146.168,1.685
kings do not own, kings, own,146.372,147.687,1.315
they reign over, they, over,147.687,148.812,1.125
it is very different, it, different,149.046,149.921,0.875
and how does owning the stars help you, and, you,150.769,153.343,2.574
it helps by making me rich, it, rich,154.101,155.635,1.534
and how does being rich help you, and, you,156.663,158.527,1.864
to buy more stars if someone discovers some more, to, more,159.206,161.84,2.634
this man the little prince said to himself reasons a bit like my poor drinker, this, drinker,162.988,168.24,5.252
but he still had some questions, but, questions,169.018,170.832,1.814
how can you own the stars, how, stars,171.84,173.714,1.874
who owns them, who, them,174.303,175.018,0.715
the businessman retorted grumpily, the, grumpily,175.327,177.026,1.699
i do not know, i, know,177.635,178.305,0.67
nobody does, nobody, does,178.544,179.314,0.77
then they belong to me because i thought of it first, then, first,179.878,182.123,2.245
is that all that is necessary, is, necessary,183.15,184.55,1.4
certainly, certainly, certainly,185.168,185.683,0.515
when you find a diamond that belongs to nobody it is yours, when, yours,186.242,189.012,2.77
when you discover an island that belongs to nobody it is yours, when, yours,189.531,192.25,2.719
when you get an idea first you take out a patent it is yours, when, yours,193.028,196.202,3.174
and i own the stars because no one before me ever thought of owning them, and, them,196.606,200.34,3.734
yes that is true said the little prince, yes, prince,201.203,203.277,2.074
and what do you do with them, and, them,204.025,205.1,1.075
i administer them, i, them,205.973,206.793,0.82
i count them and recount them said the businessman, i, businessman,207.202,209.81,2.608
it is difficult but i am a man of consequence, it, consequence,210.309,212.653,2.344
the little prince was still not satisfied, the, satisfied,213.88,216.075,2.195
if i owned a scarf i could put it around my neck and take it away with me, if, me,217.486,222.024,4.538
if i owned a flower i could pick my flower and take it away with me, if, me,222.718,226.367,3.649
but you can not pick the stars, but, stars,226.756,228.265,1.509
no but i can put them in the bank, no, bank,229.038,230.872,1.834
what does that mean, what, mean,231.76,232.52,0.76
that means that i write the number of my stars on a little paper and then i lock this paper in a drawer and that is all that is enough, that, enough,233.633,241.363,7.73
that is funny thought the little prince, that, prince,242.315,244.249,1.934
it is rather poetic but it is of no great consequence, it, consequence,244.828,248.135,3.307
on matters of consequence the little prince had ideas which were very different from those of the grownups, on, grownups,249.188,254.691,5.503
i myself he continued own a flower that i water every day, i, day,255.634,260.127,4.493
i own three volcanoes that i sweep out every week as i also sweep out the one that is extinct, i, extinct,260.611,265.904,5.293
you never know, you, know,266.428,267.082,0.654
it is of some use to my volcanoes and it is of some use to my flower that i own them, it, them,267.626,272.355,4.729
but you are of no use to the stars, but, stars,272.954,274.824,1.87
the businessman opened his mouth but he found nothing to say in response, the, response,276.096,279.729,3.633
and the little prince went away, and, away,280.158,281.663,1.505
the grownups are certainly altogether extraordinary, the, extraordinary,282.671,285.959,3.288
he said to himself as he continued on the journey, he, journey,286.154,288.468,2.314
the fifth planet was very strange, the, strange,290.03,291.92,1.89
it was the smallest of them all, it, all,292.439,294.003,1.564
there was just enough room on it to accommodate a street lamp and a lamplighter, there, lamplighter,294.397,298.935,4.538
the little prince could not work out the purpose of having a street lamp and a lamplighter somewhere out in the skies on a planet without any houses or people, the, people,299.783,307.78,7.997
he said to himself nevertheless it may well be that this man is absurd, he, absurd,308.643,313.32,4.677
but he is less absurd than the king than the conceited man the businessman or the drinker, but, drinker,313.894,318.807,4.913
at least his work has some meaning, at, meaning,319.35,321.195,1.845
when he lights his lamp it is as if he is bringing to life one more star or one more flower, when, flower,321.644,326.777,5.133
when he puts out his lamp he sends the flower or the star to sleep, when, sleep,327.431,331.344,3.913
that is a beautiful occupation, that, occupation,331.668,333.112,1.444
it serves a real purpose because it is pretty, it, pretty,333.372,335.85,2.478
when he arrived on the planet he respectfully saluted the lamplighter, when, lamplighter,337.212,341.041,3.829
good morning, good, morning,341.714,342.284,0.57
why have you just put out your lamp, why, lamp,342.808,344.787,1.979
those are the orders replied the lamplighter, those, lamplighter,345.351,347.495,2.144
good morning, good, morning,347.914,348.384,0.47
what are the orders, what, orders,349.187,350.072,0.885
that i put out my lamp, that, lamp,350.541,351.74,1.199
good evening, good, evening,351.94,352.43,0.49
and he lit it again, and, again,352.829,353.628,0.799
but why have you just lit it again, but, again,354.551,356.146,1.595
those are the orders replied the lamplighter, those, lamplighter,356.695,358.794,2.099
i do not understand said the little prince, i, prince,359.567,361.796,2.229
there is nothing to understand said the lamplighter, there, lamplighter,362.38,364.674,2.294
orders are orders, orders, orders,365.073,366.128,1.055
good morning, good, morning,366.128,366.643,0.515
and he put out his lamp, and, lamp,367.017,368.081,1.064
then he sponged his forehead with a handkerchief decorated with red Suares, then, squares,368.645,372.888,4.243
i have a terrible profession, i, profession,373.681,374.946,1.265
in the old days it was reasonable, in, reasonable,375.395,377.165,1.77
i would put the lamp out in the morning and in the evening i would light it, i, it,377.424,380.449,3.025
i had the rest of the day to rest and the rest of the night to sleep, i, sleep,380.878,384.361,3.483
and since then have the orders changed, and, changed,385.229,387.258,2.029
the orders have not changed said the lamplighter, the, lamplighter,387.927,390.581,2.654
that is the tragedy, that, tragedy,390.581,391.45,0.869
every year the planet has turned faster and faster and the orders have not changed, every, changed,391.804,396.402,4.598
so what then said the little prince, so, prince,397.176,399.174,1.998
so now that it spins round once every minute, so, minute,400.012,402.367,2.355
i no longer have a moment 's rest, i, rest,402.367,404.217,1.85
once every minute i light the lamp and put it out again, once, again,404.816,407.655,2.839
that is funny, that, funny,408.533,409.197,0.664
where you live a day only lasts a minute, where, minute,409.761,412.156,2.395
it is not funny at all said the lamplighter, it, lamplighter,412.555,415.264,2.709
we have already been speaking for a month, we, month,415.264,417.002,1.738
a month, a, month,417.621,418.181,0.56
yes, yes, yes,418.784,419.169,0.385
thirty minutes thirty days, thirty, days,419.374,420.978,1.604
good evening, good, evening,421.252,421.747,0.495
and he lit his lamp again, and, again,422.321,423.505,1.184
the little prince watched him and felt that he loved this lamplighter who was so faithful to his orders, the, orders,424.673,429.771,5.098
he remembered the sunsets which he himself had gone to seek in the past by moving his chair, he, chair,430.24,435.378,5.138
he wanted to help his friend, he, friend,436.032,437.361,1.329
you know i know a way you can rest whenever you want, you, want,438.614,442.057,3.443
i always want to said the lamplighter, i, lamplighter,442.67,445.004,2.334
for it is possible to be both faithful and lazy at the same time, for, time,445.533,449.082,3.549
the little prince went on, the, on,450.075,451.274,1.199
your planet is so small that you can go right round it in three strides, your, strides,452.147,456.646,4.499
you only have to walk along rather slowly to always stay in the sun when you want to rest, you, rest,457.005,462.728,5.723
you can walk and the day will last as long as you like, you, like,462.728,465.766,3.038
that does not do me much good said the lamplighter, that, lamplighter,466.659,469.057,2.398
what i really love in life is to sleep, what, sleep,469.446,471.601,2.155
that is bad luck said the little prince, that, prince,472.344,474.343,1.999
that is bad luck said the lamplighter, that, lamplighter,475.006,476.96,1.954
good morning, good, morning,477.244,477.774,0.53
and he put out his lamp, and, lamp,478.273,479.398,1.125
that man said the little prince to himself as he continued further on his journey that man would be despised by all the others by the king by the conceited man by the drinker and by the businessman, that, businessman,480.475,492.099,11.624
yet he is the only one that does not seem ridiculous to me, yet, me,492.498,495.732,3.234
perhaps it is because he thinks of something other than himself, perhaps, himself,496.345,499.26,2.915
he breathed a sigh of regret and said to himself, he, himself,500.257,502.827,2.57
that man is the only one with whom i could have made friends but his planet is really very small, that, small,503.535,509.343,5.808
there is no room on it for two people, there, people,509.837,511.576,1.739
what the little prince did not dare admit to himself was that he missed this blessed planet most of all because of the one thousand four hundred and forty sunsets every day, what, day,512.718,522.124,9.406
the sixth planet was ten times larger than the last, the, last,0.365,3.5,3.135
it was inhabited by an old gentleman who wrote enormous books, it, books,3.849,7.923,4.074
oh look here comes an explorer, oh, explorer,9.025,11.409,2.384
he cried out when he caught sight of the little prince, he, prince,11.663,14.162,2.499
the little prince sat down on the table and panted a little, the, little,15.2,18.194,2.994
he had already travelled so far, he, far,18.668,20.533,1.865
where do you come from, where, from,21.211,22.096,0.885
the old gentleman said to him, the, him,22.4,23.855,1.455
what is that big book said the little prince, what, prince,24.633,26.921,2.288
what do you do here, what, here,27.121,28.29,1.169
i am a geographer said the old gentleman, i, gentleman,28.859,31.093,2.234
what is a geographer, what, geographer,31.866,32.896,1.03
he is a scholar who knows the location of the seas the rivers the towns the mountains and the deserts, he, deserts,33.679,39.177,5.498
that is very interesting said the little prince, that, prince,39.846,42.134,2.288
that really is at last a real profession, that, profession,42.903,45.152,2.249
and he glanced around at the planet of the geographer, and, geographer,45.935,48.41,2.475
he had never seen such a majestic planet before, he, before,48.829,51.872,3.043
your planet is very beautiful he said, your, said,52.955,55.443,2.488
are there oceans, are, oceans,55.733,57.072,1.339
i would not know said the geographer, i, geographer,57.556,59.455,1.899
oh, oh, oh,60.029,60.339,0.31
the little prince was disappointed, the, disappointed,60.952,62.442,1.49
and mountains, and, mountains,63.22,64.11,0.89
i would not know said the geographer, i, geographer,64.668,66.537,1.869
and towns and rivers and deserts, and, deserts,67.405,69.52,2.115
i would not know that either said the geographer, i, geographer,70.188,72.322,2.134
but you are a geographer, but, geographer,73.355,74.55,1.195
that is true the geographer said, that, said,75.388,77.302,1.914
but i am not an explorer, but, explorer,77.821,79.095,1.274
i do not have a single explorer, i, explorer,79.589,81.608,2.019
it is not for the geographer to count the towns the rivers the mountains the seas the oceans and the deserts, it, deserts,81.922,87.731,5.809
the geographer is too important to go strolling about, the, about,88.165,91.094,2.929
he does not leave his desk but he receives the explorers, he, explorers,91.378,94.783,3.405
he asks them questions and he writes down their recollections, he, recollections,94.783,98.315,3.532
and if any of their recollections seem interesting to him the geographer orders an inquiry into that explorer 's moral character, and, character,98.774,105.511,6.737
why is that, why, that,106.289,106.969,0.68
because an explorer who told lies would cause havoc to geography books so would an explorer who drank too much, because, much,107.478,114.573,7.095
why is that asked the little prince, why, prince,115.217,117.25,2.033
because intoxicated men see double so the geographer would record two mountains in a place where there was only one, because, one,118.004,124.426,6.422
i know someone said the little prince who would make a bad explorer, i, explorer,125.349,129.017,3.668
that is possible so when the moral character of the explorer appears to be in order an inquiry is done into his discovery, that, discovery,129.635,137.669,8.034
you go to see it, you, it,138.422,139.237,0.815
no that would be too complicated, no, complicated,139.526,141.715,2.189
but one requires the explorer to provide proof, but, proof,142.054,144.578,2.524
if for example the discovery in question was of a large mountain one would require that he bring back large stones from it, if, it,144.903,152.668,7.765
the geographer suddenly became excited, the, excited,153.367,155.321,1.954
but you you come from far away, but, away,155.53,158.045,2.515
you are an explorer, you, explorer,158.045,159.704,1.659
you must describe your planet to me, you, me,160.013,161.753,1.74
and the geographer having opened his big register sharpened his pencil, and, pencil,162.526,166.76,4.234
the recitals of explorers are first recorded in pencil, the, pencil,167.303,170.223,2.92
one waits until the explorer has provided proof before recording them in ink, one, ink,170.731,174.875,4.144
well said the geographer, well, geographer,175.608,177.097,1.489
oh where i live said the little prince, oh, prince,177.88,180.564,2.684
it is not very interesting, it, interesting,180.754,182.193,1.439
everything is very small, everything, small,182.557,183.972,1.415
i have three volcanoes two active volcanoes and one extinct one, i, one,184.351,188.655,4.304
but you never know, but, know,188.655,189.893,1.238
one never knows said the geographer, one, geographer,190.347,192.326,1.979
i also have a flower, i, flower,193.009,194.189,1.18
we do not record flowers said the geographer, we, geographer,194.658,197.062,2.404
why is that, why, that,197.85,198.59,0.74
it is the prettiest thing, it, thing,198.794,199.999,1.205
