tree,word-index,word,number,last_word,onset,offset,logfreq,pos,section,top_down,bottom_up,left_corner,first_word,first_onset,last_word,last_offset
(S (WHNP (WP what)) (S (VBP are) (NP (NP (DT the) (NNS thorns)) (PP (IN for) (NP (RB then)))))), what-1), what,1,then,47.112,47.377,7.344589847,PRON,3,3,2,3, what,47.112, then,48.977
(S (NP (DT the) (JJ little) (NN prince)) (ADVP (RB never)) (VP (VBP let) (VP (VB go) (PP (IN of) (NP (DT a) (NN question))) (SBAR (IN once) (S (NP (PRP he)) (VP (VBD had) (VP (VBN asked) (NP (PRP it))))))))), the-1), the,1,it,49.79,49.855,11.11580048,DET,3,3,1,2, the,49.79, it,52.879
(S (S (NP (PRP i)) (VP (VBD was) (VP (VBN upset) (PP (IN over) (NP (DT the) (NN bolt)))))) (CC and) (S (NP (PRP i)) (VP (VBD said) (NP (NP (DT the) (JJ first) (NN thing)) (SBAR (WHNP (WDT that)) (S (VP (VBD came) (PP (IN into) (NP (NP (PRP$ my)) (NP (NN head))))))))))), i-1), i,1,head,53.263,53.668,8.500758885,PRON,3,4,2,3, i,53.263, head,57.707
(S (NP (DT the) (NNS thorns)) (VP (VBP are) (PP (IN of) (NP (DT no) (NN use))) (ADVP (IN at) (DT all)))), the-1), the,1,all,58.36,58.425,11.11580048,DET,3,3,1,2, the,58.36, all,60.125
(S (NP (NNS flowers)) (VP (VBP have) (VP (VBZ thorns) (ADVP (RB just)) (PP (IN for) (NP (NN spite)))))), flowers-1), flowers,1,spite,60.339,60.774,3.868635222,NOUN,3,3,2,3, flowers,60.339, spite,62.294
(FRAG (UH oh)), oh-1), oh,1,oh,63.301,63.746,4.395251302,INTJ,3,2,2,3, oh,63.301, oh,63.746
(S (CC but) (PP (IN after) (NP (NP (DT a) (NN moment)) (PP (IN of) (NP (NN silence))))) (NP (PRP he)) (VP (VBD exclaimed) (PP (IN with) (NP (NP (DT a) (NN sort)) (PP (IN of) (NP (NN resentment))))))), but-1), but,1,resentment,65.033,65.168,8.17055344,CCONJ,3,2,1,2, but,65.033, resentment,68.562
(S (NP (PRP i)) (VP (VBP do) (RB not) (VP (VB believe) (NP (PRP you))))), i-1), i,1,you,69.181,69.316,8.500758885,PRON,3,3,2,3, i,69.181, you,70.206
(S (NP (NNS flowers)) (VP (VBP are) (NP (JJ weak) (NNS creatures)))), flowers-1), flowers,1,creatures,70.53,71.025,3.868635222,NOUN,3,3,2,3, flowers,70.53, creatures,72.295
(S (NP (PRP they)) (VP (VBP are) (ADJP (JJ naive)))), they-1), they,1,naive,72.295,72.42,8.044690442,PRON,3,3,2,3, they,72.295, naive,73.164
(S (NP (PRP they)) (VP (VB reassure) (NP (PRP themselves)) (PP (IN as) (NP (NP (JJS best)) (SBAR (S (NP (PRP they)) (VP (MD can)))))))), they-1), they,1,can,73.364,73.719,8.044690442,PRON,3,3,2,3, they,73.364, can,76.003
(S (NP (PRP they)) (VP (VBP think) (S (NP (PRP themselves)) (ADJP (JJ frightful) (PP (IN with) (NP (NP (PRP$ their)) (NP (NNS thorns)))))))), they-1), they,1,thorns,76.571,76.726,8.044690442,PRON,3,3,2,3, they,76.571, thorns,79.16
(S (NP (PRP i)) (VP (VBD made) (NP (DT no) (NN reply)))), i-1), i,1,reply,80.173,80.288,8.500758885,PRON,3,3,2,3, i,80.173, reply,81.242
(S (PP (IN at) (NP (DT that) (NN moment))) (NP (PRP i)) (VP (VBD was) (VP (VBG thinking) (PP (TO to) (NP (PRP myself))) (SBAR (IN if) (S (NP (DT this) (NN bolt)) (VP (MD will) (RB not) (VP (VB budge) (SBAR (S (NP (PRP i)) (VP (MD will) (VP (VB knock) (NP (PRP it)) (PRT (RP out)) (PP (IN with) (NP (DT a) (NN hammer)))))))))))))), at-1), at,1,hammer,81.926,82.091,8.371404122,ADP,3,3,1,2, at,81.926, hammer,87.633
(NP (NP (DT the) (JJ little) (NN prince)) (VP (VBN interrupted) (NP (NP (PRP$ my)) (NP (NNS thoughts))) (ADVP (RB again)))), the-1), the,1,again,88.76,88.875,11.11580048,DET,3,3,1,2, the,88.76, again,91.055
(S (CC and) (NP (PRP you)) (ADVP (RB actually)) (VP (VBP believe) (NP (DT that) (NNS flowers)))), and-1), and,1,flowers,91.938,92.213,10.26304833,CCONJ,3,2,1,2, and,91.938, flowers,94.183
(S (FRAG (UH no) (UH no)) (NP (PRP i)) (VP (VBP do) (RB not) (VP (VB believe) (NP (PRP it)) (ADVP (IN at) (DT all))))), no-1), no,1,all,94.183,95.083,7.480597496,INTJ,3,3,1,2, no,94.183, all,96.672
(S (NP (PRP i)) (VP (VBD answered) (NP (NP (DT the) (JJ first) (NN thing)) (SBAR (WHNP (WDT that)) (S (VP (VBD came) (PP (TO to) (NP (NP (PRP$ my)) (NP (NN mind)))))))))), i-1), i,1,mind,97.11,97.235,8.500758885,PRON,3,3,2,3, i,97.11, mind,99.575
(S (ADVP (RB i)) (NP (PRP myself)) (VP (VBP am) (ADJP (JJ busy) (PP (IN with) (NP (NP (NNS matters)) (PP (IN of) (NP (NN consequence)))))))), i-1), i,1,consequence,100.029,100.254,8.500758885,PRON,3,3,2,3, i,100.029, consequence,102.823
(S (NP (PRP he)) (VP (VBD looked) (PP (IN at) (NP (NP (PRP me)) (VP (JJ dumbfounded)))))), he-1), he,1,dumbfounded,103.611,103.756,8.557202055,PRON,3,3,2,3, he,103.611, dumbfounded,105.211
(NP (NP (NNS matters)) (PP (IN of) (NP (NN consequence)))), matters-1), matters,1,consequence,105.784,106.269,4.41117273,NOUN,3,3,2,3, matters,105.784, consequence,107.419
(S (NP (PRP he)) (VP (VBD watched) (S (S (NP (PRP me)) (NP (NP (NNP hammer)) (PP (IN in) (NP (NN hand))))) (CC and) (S (NP (NP (PRP$ my)) (NP (NNS fingers))) (ADJP (JJ black) (PP (IN with) (NP (NN grease)))))) (S (VP (VBG leaning) (PP (IN on) (NP (NP (NP (DT an) (NN object)) (SBAR (WHNP (WDT that)) (S (VP (MD would) (VP (VB have) (VP (VBN seemed) (PP (TO to) (NP (PRP him))))))))) (ADJP (RB very) (JJ ugly)))))))), he-1), he,1,ugly,108.122,108.227,8.557202055,PRON,3,3,2,3, he,108.122, ugly,115.244
(S (NP (PRP you)) (VP (VBP talk) (ADVP (RB just)) (PP (IN like) (NP (DT the) (NNS grownups))))), you-1), you,1,grownups,115.932,116.078,7.992843191,PRON,3,3,2,3, you,115.932, grownups,117.687
(S (S (NP (DT that)) (VP (VBD made) (SBAR (S (NP (PRP me)) (VP (VBP feel) (ADJP (NP (DT a) (RB little)) (JJ ashamed))))))) (CC but) (S (NP (PRP he)) (VP (VBD went) (PRT (RP on)) (ADVP (RB relentlessly))))), that-1), that,1,relentlessly,118.4,118.595,9.223256597,DET,3,4,2,3, that,118.4, relentlessly,122.253
(S (NP (PRP you)) (VP (VB confuse) (NP (NN everything)))), you-1), you,1,everything,122.976,123.061,7.992843191,PRON,3,3,2,3, you,122.976, everything,124.261
(S (NP (PRP you)) (VP (VB mix) (NP (NN everything)) (PRT (RP up)))), you-1), you,1,up,124.595,124.7,7.992843191,PRON,3,3,2,3, you,124.595, up,125.825
(S (NP (PRP he)) (VP (VBD was) (ADVP (RB really)) (ADJP (RB very) (JJ angry)))), he-1), he,1,angry,126.418,126.483,8.557202055,PRON,3,3,2,3, he,126.418, angry,127.973
(S (NP (PRP he)) (VP (VBD shook) (NP (NP (PRP$ his)) (NP (JJ golden) (NNS curls))) (PP (IN in) (NP (DT the) (NN breeze))))), he-1), he,1,breeze,128.232,128.517,8.557202055,PRON,3,3,2,3, he,128.232, breeze,130.627
(S (NP (PRP i)) (VP (VBP know) (NP (NP (DT a) (NN planet)) (SBAR (WHADVP (WRB where)) (S (NP (EX there)) (VP (VBZ is) (NP (DT a) (JJ redfaced) (NN gentleman)))))))), i-1), i,1,gentleman,131.529,131.695,8.500758885,PRON,3,3,2,3, i,131.529, gentleman,134.293
(S (NP (PRP he)) (VP (VBZ has) (ADVP (RB never)) (VP (VBD smelled) (NP (DT a) (NN flower))))), he-1), he,1,flower,134.488,134.683,8.557202055,PRON,3,3,2,3, he,134.488, flower,136.068
(S (NP (PRP he)) (VP (VBZ has) (ADVP (RB never)) (VP (VBN looked) (PP (IN at) (NP (DT a) (NN star)))))), he-1), he,1,star,136.312,136.377,8.557202055,PRON,3,3,2,3, he,136.312, star,137.637
(S (NP (PRP he)) (VP (VBZ has) (ADVP (RB never)) (VP (VBN loved) (NP (NN anyone))))), he-1), he,1,anyone,137.865,138.04,8.557202055,PRON,3,3,2,3, he,137.865, anyone,139.376
(S (S (NP (PRP he)) (VP (VP (VBZ has) (ADVP (RB never)) (VP (VBN done) (NP (NN anything)))) (CC but) (VP (VBZ sums)))) (CC and) (S (ADVP (NP (DT all) (NN day)) (RB long)) (NP (PRP he)) (VP (VBZ repeats) (ADVP (RB just)) (PP (IN like) (NP (PRP you)))))), he-1), he,1,you,139.77,139.835,8.557202055,PRON,3,4,2,3, he,139.77, you,144.665
(S (NP (PRP i)) (VP (VBP am) (ADJP (JJ busy) (PP (IN with) (NP (NP (NNS matters)) (PP (IN of) (NP (NN consequence)))))))), i-1), i,1,consequence,144.927,145.085,8.500758885,PRON,3,3,2,3, i,144.927, consequence,147.177
(S (CC and) (NP (DT that)) (VP (VBZ makes) (S (NP (PRP him)) (VP (VB swell) (PRT (RP up)) (PP (IN with) (NP (NN pride))))))), and-1), and,1,pride,147.397,147.612,10.26304833,CCONJ,3,2,1,2, and,147.397, pride,149.426
(S (CC but) (NP (DT this)) (VP (VBZ is) (RB not) (NP (DT a) (NN man)))), but-1), but,1,man,149.855,149.95,8.17055344,CCONJ,3,2,1,2, but,149.855, man,151
(S (NP (PRP he)) (VP (VBZ is) (NP (DT a) (NN mushroom)))), he-1), he,1,mushroom,151,151.46,8.557202055,PRON,3,3,2,3, he,151, mushroom,152.259
(FRAG (WHNP (DT a) (WDT what))), a-1), a,1,what,152.843,152.898,9.872203262,DET,3,3,1,2, a,152.843, what,153.398
(NP (DT a) (NN mushroom)), a-1), a,1,mushroom,153.752,153.817,9.872203262,DET,3,2,1,2, a,153.752, mushroom,154.662
(S (NP (DT the) (JJ little) (NN prince)) (VP (VBD was) (ADVP (RB now)) (ADJP (JJ white) (PP (IN with) (NP (NN rage)))))), the-1), the,1,rage,155.24,155.305,11.11580048,DET,3,3,1,2, the,155.24, rage,157.644
(S (NP (NNS flowers)) (VP (VBP have) (VP (VBN been) (VP (VBG growing) (NP (NNS thorns)) (PP (IN for) (NP (NP (NNS millions)) (PP (IN of) (NP (NNS years))))))))), flowers-1), flowers,1,years,158.562,159.077,3.868635222,NOUN,3,3,2,3, flowers,158.562, years,161.572
(S (PP (IN for) (NP (NP (NNS millions)) (PP (IN of) (NP (NNS years))))) (NP (DT the) (NN sheep)) (VP (VBP have) (VP (VBN eaten) (NP (DT the) (NNS flowers)) (ADVP (PDT all) (DT the) (JJ same))))), for-1), for,1,same,161.896,162.081,9.022419166,ADP,3,3,1,2, for,161.896, same,165.345
(S (CC and) (NP (PRP it)) (VP (VBZ is) (RB not) (NP (NP (DT a) (NN matter)) (PP (IN of) (NP (NN consequence)))) (S (VP (TO to) (VP (VB try) (S (VP (TO to) (VP (VB understand) (SBAR (WHADVP (WRB why)) (S (NP (PRP they)) (VP (VBP take) (NP (ADJP (RB so) (JJ much)) (NN trouble)) (S (VP (TO to) (VP (VB grow) (NP (NP (NNS thorns)) (SBAR (WHNP (WDT which)) (S (VP (VBP are) (ADVP (RB never)) (PP (IN of) (NP (DT any) (NN use))))))))))))))))))))), and-1), and,1,use,165.759,165.974,10.26304833,CCONJ,3,2,1,2, and,165.759, use,172.703
(S (VBZ is) (NP (NP (DT the) (NN war)) (PP (IN between) (NP (NP (DT the) (NNS flowers)) (CC and) (NP (NN sheep))))) (ADJP (RB not) (JJ important))), is-1), is,1,important,173.356,173.521,9.270023374,AUX,3,2,1,2, is,173.356, important,176.315
(S (VP (VBZ is) (NP (PRP it)) (PP (RB not) (IN of) (ADJP (ADJP (RBR more) (JJ consequence)) (CC and) (ADJP (RBR more) (JJ important)))) (PP (IN than) (NP (NP (DT the) (NNS sums)) (PP (IN of) (NP (DT a) (JJ fat) (JJ redfaced) (NN gentleman))))))), is-1), is,1,gentleman,176.63,176.965,9.270023374,AUX,3,3,1,2, is,176.63, gentleman,181.843
(S (CC and) (PP (IN if) (NP (PRP i))) (NP (PRP myself)) (VP (VBP know) (PP (IN of) (NP (NP (DT a) (JJ unique) (NN flower)) (SBAR (WHNP (WDT which)) (S (VP (VBZ grows) (ADVP (ADVP (RB nowhere) (RB but)) (PP (IN on) (NP (NP (PRP$ my)) (NP (NN planet))))) (SBAR (IN that) (S (NP (DT a) (JJ little) (NN sheep)) (VP (MD can) (VP (VB destroy) (PP (IN in) (NP (NP (CD one) (NN stroke) (RB just)) (PP (IN like) (NP (DT that) (CD one) (NN morning))))) (PP (IN without) (S (VP (VBG realising) (SBAR (WHNP (WP what)) (S (NP (PRP he)) (VP (VBZ is) (VP (VBN done))))))))))))))))))), and-1), and,1,done,182.202,182.587,10.26304833,CCONJ,3,2,1,2, and,182.202, done,193.057
(S (VP (VBZ is) (ADJP (DT that) (RB not) (JJ important)))), is-1), is,1,important,193.057,193.467,9.270023374,AUX,3,3,1,2, is,193.057, important,194.999
(S (NP (PRP he)) (VP (VP (VBD blushed)) (CC and) (VP (VBD continued)))), he-1), he,1,continued,195.582,195.697,8.557202055,PRON,3,3,2,3, he,195.582, continued,197.011
(S (SBAR (IN if) (S (NP (NN someone)) (VP (VBZ loves) (NP (NP (DT a) (NN flower)) (SBAR (WHPP (IN of) (WHNP (WDT which))) (S (NP (RB just) (CD one) (NN specimen)) (VP (VBZ exists) (PP (IN amongst) (NP (NP (DT the) (NNS millions) (CC and) (NNS millions)) (PP (IN of) (NP (NNS stars)))))))))))) (S (S (NP (PRP it)) (VP (VBZ is) (ADJP (JJ enough) (S (VP (TO to) (VP (VB make) (S (NP (PRP him)) (ADJP (JJ happy))))))))) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBZ looks) (PP (IN at) (NP (PRP them)))))))), if-1), if,1,them,197.854,197.969,7.591558945,SCONJ,3,3,1,2, if,197.854, them,206.512
(S (NP (PRP he)) (VP (MD can) (VP (VB say) (SBAR (S (NP (NP (PRP$ my)) (NP (NN flower))) (VP (VBZ is) (ADVP (RB out)) (ADVP (RB there) (RB somewhere)))))))), he-1), he,1,somewhere,206.886,206.991,8.557202055,PRON,3,3,2,3, he,206.886, somewhere,209.67
(S (CC but) (SBAR (IN if) (S (NP (DT the) (NN sheep)) (VP (VBZ eats) (NP (NP (DT the) (NN flower)) (PP (IN for) (NP (PRP him))))))) (NP (PRP it)) (VP (VBZ is) (SBAR (RB as) (IN if) (S (ADVP (RB suddenly)) (NP (PDT all) (DT the) (NNS stars)) (VP (VBP have) (VP (VBN gone) (PRT (RP out)))))))), but-1), but,1,out,210.249,210.374,8.17055344,CCONJ,3,2,1,2, but,210.249, out,215.153
(S (CC and) (NP (PRP you)) (VP (VBP think) (SBAR (IN that) (S (VP (VBZ is) (RB not) (ADJP (JJ important))))))), and-1), and,1,important,215.542,215.727,10.26304833,CCONJ,3,2,1,2, and,215.542, important,217.191
(S (NP (PRP he)) (VP (MD could) (RB not) (VP (VB say) (NP (NN anything)) (ADVP (RBR more))))), he-1), he,1,more,218.089,218.154,8.557202055,PRON,3,3,2,3, he,218.089, more,219.399
(S (NP (PRP he)) (ADVP (RB suddenly)) (VP (VBP burst) (PP (IN into) (NP (NNS tears))))), he-1), he,1,tears,219.983,220.058,8.557202055,PRON,3,3,2,3, he,219.983, tears,221.817
(S (NP (NN night)) (VP (VBD had) (VP (VBN fallen)))), night-1), night,1,fallen,222.555,222.93,5.416633593,NOUN,3,3,2,3, night,222.555, fallen,223.555
(S (S (NP (PRP i)) (VP (VBD had) (VP (VP (VBN put) (PRT (RP down))) (NP (NP (NP (PRP$ my)) (NP (NNS tools))))))) (S (PP (IN of) (SBAR (WHNP (WP what)) (S (NP (NN moment)) (VP (VBD was) (NP (NP (NP (PRP$ my)) (NP (NN hammer))) (NP (NP (PRP$ my)) (NP (NN bolt))) (CC or) (NP (NN thirst)) (CC or) (NP (NN death))))))))), i-1), i,1,death,224.548,224.643,8.500758885,PRON,3,4,2,3, i,224.548, death,230.72
(S (NP (EX there)) (VP (VP (VP (VBD was) (PP (PP (IN on) (NP (DT a) (NN star))) (PP (IN on) (NP (NP (NP (DT a) (NN planet))) (NP (NP (PRP$ my)) (NP (NN planet) (NN earth))))))) (NP (NP (DT a)) (NP (JJ little) (NN prince)))) (S (VP (TO to) (VP (VB be) (VP (VBN comforted))))))), there-1), there,1,comforted,231.538,231.723,7.628371702,PRON,3,3,2,3, there,231.538, comforted,237.489
(S (NP (PRP i)) (VP (VBD took) (NP (PRP him)) (PP (IN in) (NP (NP (PRP$ my)) (NP (NNS arms)))))), i-1), i,1,arms,238.242,238.357,8.500758885,PRON,3,3,2,3, i,238.242, arms,239.587
(S (NP (PRP i)) (VP (VBD rocked) (NP (PRP him)))), i-1), i,1,him,239.831,239.926,8.500758885,PRON,3,3,2,3, i,239.831, him,240.531
(S (NP (PRP i)) (VP (VBD said) (NP (DT the) (NN flower)) (SBAR (IN that) (S (NP (PRP you)) (VP (VBP love) (SBAR (S (VP (VBZ is) (RB not) (PP (IN in) (NP (NN danger))))))))))), i-1), i,1,danger,240.795,240.94,8.500758885,PRON,3,3,2,3, i,240.795, danger,244.238
(S (NP (PRP i)) (VP (MD will) (VP (VB draw) (S (NP (PRP you)) (NP (NP (DT a) (NN muzzle)) (PP (IN for) (NP (NP (PRP$ your)) (NP (NN sheep))))))))), i-1), i,1,sheep,244.822,244.907,8.500758885,PRON,3,3,2,3, i,244.822, sheep,246.937
(S (NP (PRP i)) (VP (MD will) (VP (VB draw) (S (NP (PRP you)) (NP (NP (DT a) (NN railing)) (PP (IN for) (NP (NP (PRP$ your)) (NP (NN flower))))))))), i-1), i,1,flower,246.937,246.989,8.500758885,PRON,3,3,2,3, i,246.937, flower,249.107
(NP (PRP i)),,,,i,,,,,,,,,,,,
(NP (PRP i)),,,,i,,,,,,,,,,,,
(S (NP (PRP i)) (VP (VBD was) (RB not) (ADJP (JJ sure) (SBAR (WHNP (WP what)) (S (VP (TO to) (VP (VB say)))))))), i-1), i,1,say,249.107,249.307,8.500758885,PRON,3,2,2,3, i,249.107, say,251.568
(S (NP (PRP i)) (VP (VBD felt) (NP (RB very) (JJ awkward)))), i-1), i,1,awkward,252.436,252.591,8.500758885,PRON,3,3,2,3, i,252.436, awkward,253.761
(S (NP (PRP i)) (VP (VBD did) (RB not) (VP (VB know) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB reach) (NP (PRP him)) (SBAR (WHADVP (WRB where)) (S (VP (TO to) (VP (VB find) (NP (PRP him))))))))))))), i-1), i,1,him,254.289,254.394,8.500758885,PRON,3,3,2,3, i,254.289, him,256.684
(S (NP (PRP it)) (VP (VBZ is) (NP (NP (RB so) (JJ secretive)) (NP (NP (DT the) (NN land)) (PP (IN of) (NP (NNS tears))))))), it-1), it,1,tears,257.457,257.562,8.891153872,PRON,3,3,2,3, it,257.457, tears,259.741
(S (NP (PRP i)) (VP (VBD learned) (ADVP (RB very) (RB quickly)) (S (VP (TO to) (VP (VB know) (NP (DT this) (NN flower)) (ADVP (RBR better))))))), i-1), i,1,better,260.835,260.98,8.500758885,PRON,3,3,2,3, i,260.835, better,263.734
(S (NP (EX there)) (VP (VBD had) (ADVP (RB always)) (VP (VP (VBN been) (NP (ADJP (RB very) (JJ simple)) (NNS flowers)) (PP (IN on) (NP (NP (DT the) (NN planet)) (PP (IN of) (NP (DT the) (JJ little) (NN prince)))))) (VP (VBN decorated) (PP (IN with) (NP (NP (DT a) (JJ single) (NN row)) (PP (IN of) (NP (NP (NNS petals)) (SBAR (WHNP (WDT that)) (S (VP (VBD did) (RB not) (VP (VB take) (PRT (RP up)) (NP (DT any) (NN space))))))))))) (CC and) (VP (VBD did) (RB not) (VP (VB bother) (NP (NN anyone))))))), there-1), there,1,anyone,264.413,264.758,7.628371702,PRON,3,3,2,3, there,264.413, anyone,274.694
(S (S (NP (PRP they)) (VP (MD would) (VP (VB appear) (NP (NP (CD one) (NN morning)) (PP (IN in) (NP (DT the) (NN grass))))))) (CC and) (S (PP (IN by) (NP (NN evening))) (NP (PRP they)) (VP (MD would) (VP (VB have) (VP (VBN faded) (PRT (RP away))))))), they-1), they,1,away,275.252,275.617,8.044690442,PRON,3,4,2,3, they,275.252, away,279.936
(S (SBAR (CC but) (SBAR (NP (DT this) (NN one)) (VP (VBD had) (VP (VBN sprouted) (NP-TMP (CD one) (NN day)) (PP (IN from) (NP (NP (DT a) (NN seed)) (VP (VP (VBN blown) (PP (IN in))) (PP (IN from) (SBAR (NP (DT no) (NN one)) (VP (VBZ knows) (WHADVP (WRB where)))))))))))) (SBAR (CC and) (SBAR (NP (DT the) (JJ little) (NN prince)) (VP (VBD had) (VP (VBN watched) (ADVP (RB very) (RB closely)) (NP (NP (DT this) (NN sprout)) (SBAR (IN that) (S (VP (VBD was) (RB not) (PP (IN like) (NP (DT the) (JJ other) (NNS sprouts)))))))))))), but-1), but,1,sprouts,280.774,280.909,8.17055344,CCONJ,3,3,1,2, but,280.774, sprouts,291.099
(S (NP (PRP it)) (VP (MD could) (VP (VB have) (VP (VBN been) (NP (NP (DT a) (JJ new) (NN kind)) (PP (IN of) (NP (NN baobab)))))))), it-1), it,1,baobab,291.648,291.793,8.891153872,PRON,3,3,2,3, it,291.648, baobab,293.522
(S (CC but) (NP (DT the) (NN shrub)) (ADVP (RB soon)) (VP (VP (VBD stopped) (NP (VBG growing))) (CC and) (VP (VBD began) (S (VP (TO to) (VP (VB produce) (NP (DT a) (NN flower)))))))), but-1), but,1,flower,294.295,294.65,8.17055344,CCONJ,3,2,1,2, but,294.295, flower,298.623
(S (NP (NP (DT the) (JJ little) (NN prince)) (SBAR (WHNP (WP who)) (S (VP (VBN witnessed) (NP (NP (DT the) (NN appearance)) (PP (IN of) (NP (DT a) (JJ huge) (NN bud)))))))) (VP (VBD felt) (SBAR (IN that) (S (NP (DT a) (NNS miraculous) (NN apparition)) (VP (MD must) (VP (VB emerge) (PP (IN from) (NP (PRP it))))))))), the-1), the,1,it,299.506,299.601,11.11580048,DET,3,4,1,2, the,299.506, it,306.853
(S (CC but) (NP (DT the) (NN flower)) (ADVP (RB never)) (VP (VBD stopped) (S (VP (VBG preparing) (PP (IN for) (NP (NP (PRP$ her)) (NP (JJ future) (NN beauty)))))))), but-1), but,1,beauty,307.496,307.611,8.17055344,CCONJ,3,2,1,2, but,307.496, beauty,310.771
(S (ADVP (JJ safe) (PP (IN in) (NP (NP (PRP$ her)) (NP (JJ green) (NN chamber))))) (S (NP (PRP she)) (VP (VP (VBD chose) (NP (NP (PRP$ her)) (NP (NNS colors)))) (ADVP (RB carefully))))), safe-1), safe,1,carefully,310.771,311.371,3.981269178,ADJ,3,3,1,2, safe,310.771, carefully,314.948
(S (NP (PRP she)) (VP (VBD dressed) (ADVP (RB slowly)))), she-1), she,1,slowly,315.247,315.392,7.474942332,PRON,3,3,2,3, she,315.247, slowly,316.442
(S (NP (PRP she)) (VP (VP (VBD arranged) (NP (NP (PRP$ her)) (NP (NNS petals)))) (ADVP (NP (CD one)) (PP (IN by) (NP (CD one)))))), she-1), she,1,one,316.661,317.096,7.474942332,PRON,3,3,2,3, she,316.661, one,319.371
(S (NP (PRP she)) (VP (VBD did) (RB not) (VP (VB want) (S (VP (TO to) (VP (VB come) (PRT (RP out)) (NP (NP (DT all) (NN rumpled)) (PP (IN like) (NP (DT the) (NNS poppies)))))))))), she-1), she,1,poppies,319.68,320.065,7.474942332,PRON,3,3,2,3, she,319.68, poppies,323.223
(S (NP (PRP she)) (VP (MD would) (ADVP (RB only)) (VP (VB want) (S (VP (TO to) (VP (VB appear) (PP (IN in) (NP (NP (DT the) (JJ full) (NN radiance)) (PP (IN of) (NP (NP (PRP$ her)) (NP (NN beauty)))))))))))), she-1), she,1,beauty,323.627,324.072,7.474942332,PRON,3,3,2,3, she,323.627, beauty,327.691
(S (S (FRAG (UH oh) (UH yes)) (NP (PRP she)) (VP (VBD was) (NP (DT a) (ADJP (RB very) (JJ flirtatious)) (NN creature))))), oh-1), oh,1,creature,328.244,328.429,4.395251302,INTJ,3,4,1,2, oh,328.244, creature,331.533
(S (CC and) (NP (NP (PRP$ her)) (NP (JJ mysterious) (NN adornment))) (VP (VBD had) (ADVP (RB thus)) (VP (VBN lasted) (PP (IN for) (NP (NNS days) (CC and) (NNS days)))))), and-1), and,1,days,332.106,332.501,10.26304833,CCONJ,3,2,1,2, and,332.106, days,336.984
(S (ADVP (RB then)) (NP-TMP (CD one) (NN morning)) (PP (ADVP (RB exactly)) (IN at) (NP (NN sunrise))) (NP (PRP she)) (ADVP (RB suddenly)) (VP (VBD showed) (NP (PRP herself)))), then-1), then,1,herself,337.638,338.173,7.007600614,ADV,3,3,2,3, then,337.638, herself,342.766
(S (S (CC and) (S (PP (IN after) (S (VP (VBG having) (VP (VBN worked) (PP (IN with) (NP (JJ such) (NN care) (CC and) (NN attention))) (PP (TO to) (NP (NN detail))))))) (NP (PRP she)) (VP (VBD said) (PP (IN with) (NP (DT a) (NN yawn)))))) (NP (NNP oh) (NNP i)) (VP (VBP have) (ADVP (RB only)) (VP (ADVP (RB just)) (VBN woken) (PRT (RP up))))), and-1), and,1,up,343.314,343.759,10.26304833,CCONJ,3,3,1,2, and,343.314, up,352.129
(S (NP (PRP i)) (VP (VBP do) (VP (VB apologize)))), i-1), i,1,apologize,352.433,352.568,8.500758885,PRON,3,3,2,3, i,352.433, apologize,353.608
(S (NP (PRP i)) (VP (VBP am) (RB not) (ADVP (RB yet)) (ADJP (JJ presentable)))), i-1), i,1,presentable,353.608,353.708,8.500758885,PRON,3,3,2,3, i,353.608, presentable,354.922
(S (NP (DT the) (JJ little) (NN prince)) (VP (MD could) (RB not) (VP (VB restrain) (NP (NP (PRP$ his)) (NP (NN admiration)))))), the-1), the,1,admiration,355.88,355.945,11.11580048,DET,3,3,1,2, the,355.88, admiration,358.444
(S (NP (PRP you)) (VP (VBP are) (ADJP (RB so) (JJ beautiful)))), you-1), you,1,beautiful,359.228,359.323,7.992843191,PRON,3,3,2,3, you,359.228, beautiful,360.702
(S (VP (VBP am) (ADJP (JJ i) (RB not)))), am-1), am,1,not,361.356,361.541,5.700109069,AUX,3,3,1,2, am,361.356, not,362.315
(S (NP (DT the) (NN flower)) (VP (VBD responded) (ADVP (RB sweetly)))), the-1), the,1,sweetly,362.55,362.615,11.11580048,DET,3,3,1,2, the,362.55, sweetly,364.419
(S (CC and) (NP (PRP i)) (VP (VBD was) (VP (VBN born) (PP (IN at) (NP (NP (DT the) (JJ same) (NN moment)) (PP (IN as) (NP (DT the) (NN sun)))))))), and-1), and,1,sun,365.132,365.307,10.26304833,CCONJ,3,2,1,2, and,365.132, sun,367.547
(S (NP (DT the) (JJ little) (NN prince)) (VP (VBD guessed) (ADVP (RB easily) (RB enough)) (SBAR (IN that) (S (NP (PRP she)) (VP (VBD was) (RB not) (ADJP (RB very) (JJ modest))))))), the-1), the,1,modest,368.579,368.644,11.11580048,DET,3,3,1,2, the,368.579, modest,372.363
(S (CC but) (SBAR (WHADVP (WRB how)) (S (VP (VBG moving) (NP (PRP she))))) (VP (VBD was))), but-1), but,1,was,372.782,372.927,8.17055344,CCONJ,3,2,1,2, but,372.782, was,374.552
